PATTERN,COUN,TESTNAME
G1407452P2364540_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FACTLS_CNTRL_SIGS_PS_SS,2,SBFT_SIGON_2000_NOM
G1407565P2232688_014040_PK03DB_LBXXX_US1PM1X0XXXIXXXXX_FRITS_ALL_IMEM_T2S62,8,SBFT_SIGON_1000_NOM_FF
G1407565P2232688_014040_PK03DB_LBXXX_US1PM1X0XXXIXXXXX_FRITS_ALL_IMEM_T2S62,11,SBFT_SIGON_1500_NOM
G1407565P2232688_014040_PK03DB_LBXXX_US1PM1X0XXXIXXXXX_FRITS_ALL_IMEM_T2S62,5,SBFT_SIGON_1800_NOM
G1407565P2232688_014040_PK03DB_LBXXX_US1PM1X0XXXIXXXXX_FRITS_ALL_IMEM_T2S62,7,SBFT_SIGON_2000_NOM
G1407578P2229918_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FPUMMX_ORP_000,1,SBFT_SIGON_2000_NOM
G1407627P2330252_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_INT_PRELOAD_LM0_ORP_000,1,SBFT_SIGON_2000_NOM
G1407906P2473468_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FMXD_FMRNDC_DIV_INTOF,1,SBFT_SIGON_2000_NOM
G1410915P2266168_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_INT_NOPRELOAD_LM0_UNALIGNED_ORP_000,1,SBFT_SIGON_2000_NOM
G1411138P2417008_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_IS_MASK_BIT_15_P213,1,SBFT_SIGON_2000_NOM
G1411174P2241518_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FEC_EMON_SBFT,1,SBFT_SIGON_1800_NOM
G1411182P2388398_014040_PK03DB_LBXXX_US1PM1X0XXXIXXXXX_INT_MON2_T0_FRITS_ORPHAN_0,1,SBFT_SIGON_2000_NOM
G1412078P2231838_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FMXD_INT4_SBFT,4,SBFT_SIGON_1000_NOM_FF
G1412078P2231838_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FMXD_INT4_SBFT,4,SBFT_SIGON_1500_NOM
G1412078P2231838_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FMXD_INT4_SBFT,5,SBFT_SIGON_1800_NOM
G1412078P2231838_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_FMXD_INT4_SBFT,4,SBFT_SIGON_2000_NOM
G1412399P2230098_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WNI_ORP_003,1,SBFT_SIGON_2000_NOM
G1413634P2266578_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_INT_PRELOAD_LM1_ORP_000,1,SBFT_SIGON_2000_NOM
G1427306P2222448_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_PAGE_SPLIT_ORP_003,1,SBFT_SIGON_2000_NOM
