SORT_LOT,SORT_WAFER_ID,SORT_X,SORT_Y,LOT,TOTAL_GOOD,TOTAL_BAD,PROGRAM_NAME,OPERATION,DEVREVSTEP,FUNCTIONAL_BIN,TEST_NAME,PATTERN_NAME,
W5012558,264,-2,2,3508A903,29,1,NOC2MNER3IM914F1,7277,8GGBDVCR,1262,BF_SIGEN1500_014444_NOMNOM_341500_1241,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W5012558,264,-2,2,3508A903,29,1,NOC2MNER3IM914F1,7277,8GGBDVCR,1262,BF_SIGEN1000_014444_NOMNOM_231000_1341,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W4524924,069,6,6,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_014444_NOMNOM_452000_0534,G1346269P2243228_014444_PR00DF_FTXXX_US1XB1X0XXXHXXXXX_IPD_PREFIXES_TEST,
W4524924,069,6,6,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1500_014444_NOMNOM_341500_1241,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W4524924,069,6,6,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1000_014444_NOMNOM_231000_1341,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W4503938,608,1,7,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_014444_NOMNOM_452000_0534,G1346269P2243228_014444_PR00DF_FTXXX_US1XB1X0XXXHXXXXX_IPD_PREFIXES_TEST,
W4503938,608,1,7,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1500_014444_NOMNOM_341500_1241,G1346269P2243228_014444_PR00DF_FTXXX_US1XB1X0XXXHXXXXX_IPD_PREFIXES_TEST,
W4503938,608,1,7,3514B227,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1000_014444_NOMNOM_231000_1341,G1346269P2243228_014444_PR00DF_FTXXX_US1XB1X0XXXHXXXXX_IPD_PREFIXES_TEST,
W5024328,428,-2,11,3516B331,1,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_014444_NOMNOM_452000_0541,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W5024328,428,-2,11,3516B331,1,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1500_014444_NOMNOM_341500_1241,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W5024328,428,-2,11,3516B331,1,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1000_014444_NOMNOM_231000_1341,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W5024328,416,-6,1,3516B331,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_014444_NOMNOM_452000_0541,G1346269P2243228_014444_PR00DF_FTXXX_US1XB1X0XXXHXXXXX_IPD_PREFIXES_TEST,
W5024328,416,-6,1,3516B331,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1500_014444_NOMNOM_341500_1241,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
W5024328,416,-6,1,3516B331,4,1,NOC2MNER3IM914F1,7277,8GGBBVCR,1262,BF_SIGEN1000_014444_NOMNOM_231000_1341,G1399148P2430334_014444_PR00DF_FTXXX_US1XB1X2XXXHXXXXX_LOCKRAND_MT_TOGGLE,
Fetched 13 columns, 194 rows of data

