"SBFT_FULL_0140_MINMIN_833333_0101","BF_014444_MINMIN_642800_0433","XSHIP_GV133_012525_MINMIN_1333333_0103","BF_014444_NOMNOM_452000_0247","SBFT_SIGON_1500_NOM","XSHIP_GV133_012323_MINMIN_1333067_0123","SBFT_SIGON_1800_NOM","BF_014444_MINMIN_733200_0213","SBFT_SIGON_2000_NOM","BF_014444_MINMIN_763333_0103","BF_014444_MAXMAX_763333_0104","SBFT_SIGON_1000_NOM_FF","SBFT_FULL_FMAX_SEARCH_120MV","BF_SIGEN1500_VID_014444_NOMNOM_341500_0363","BF_014444_MINMIN_612667_0543","SCANATPG_0120_NOM_1200","BF_014444_NOMNOM_452000_0217","BF_014444_NOMNOM_452000_0257","BF_SIGEN2000_VID_014444_NOMNOM_452000_0262","BF_014444_NOMNOM_452000_0237","BF_SIGEN1000_014444_NOMNOM_231000_0457","SCANATPG_SCOREBOARD_0120_NOM_1000","BF_SIGEN1500_014444_NOMNOM_341500_0357","BF_014444_NOMNOM_452000_0227","BF_SIGEN1000_VID_014444_NOMNOM_231000_0461","SCANATPG_0120_NOM_1000","SBFT_FULL_0140_MINMIN_632533_1826","BF_014444_MINMIN_703067_0323","SBFT_FULL_0140_MINMIN_702800_1216","BF_014444_NOMNOM_452000_0207","SBFT_FAFI_0140_MINMIN_632533_2026","SBFT_FF_2G_0140_MINMIN_502000_2126","BF_014444_MINMIN_582533_0653","SBFT_FULL_0140_MINMIN_672667_1521",
,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    454     4 -13"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1690669P2244478_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_WB_EN1_PROT_MODE_TEMPLATE_MT",,,,,,,,,,,,,,,,,"W5091036    904    14   0"
,,,,,,,,"G1403468P2235388_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T1",,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    908    14  -1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1685551P2329388_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_FSPIMUX3",,,,,,,,,,,,,,,,,"W5091036    455    12  -7"
,,,,,,,,,,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    904    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1682502P2429514_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_SAMELINE_FC_MT_784878519",,,,,,,,,,,,,,,,,"W5091036    451    14  -2"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    903     6  11"
,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    451    14  -1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    450    14   1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    142     8 -11"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    451    14   1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1685258P2292288_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_BIGRM_FC_MT_236398807",,,,,,,,,,,,,,,,,"W5091036    909    14  -2"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,"G1411427P2527198_014040_PK03DC_LBXXX_US1XM1X0XXXIXXXXX_FRITS_BRANCH",,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    142    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    142    13  -5"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    453    14   0"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    905    13  -5"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    453    13  -5"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    907     4  12"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1694012P2244268_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_PIC_PROT_MODE_TEMPLATE_MT",,,,,,,,,,,,,,,,,"W5091036    163    -3  12"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1690669P2244478_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_WB_EN1_PROT_MODE_TEMPLATE_MT",,,,,,,,,,,,,,,,,"W5091036    138     4  12"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    456    14  -1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    163     6  11"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1702496P2447730_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TMRCHAINTESTOUTPUT7A",,,,,,,,,,,,,,,,,"W5091036    163     8  10"
,,,,,,,,"G1404085P2235398_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_2_T0",,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    454    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1694012P2244268_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_PIC_PROT_MODE_TEMPLATE_MT",,,,,,,,,,,,,,,,,"W5091036    903    14  -1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1682502P2429514_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_SAMELINE_FC_MT_784878519",,,,,,,,,,,,,,,,,"W5091036    902    14   0"
,,,,,,,,"G1403468P2235388_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T1",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    909    14  -1"
,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    907    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,,,"W5091036    141    14  -2"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1685551P2329388_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_FSPIMUX3",,,,,,,,,,,,,,,,,"W5091036    455    13  -5"
,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    142     4 -13"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1690669P2244478_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_WB_EN1_PROT_MODE_TEMPLATE_MT",,,,,,,,,,,,,,,,,"W5091036    455    14   0"
,,,,,,,,"G1403468P2235388_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T1",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1682502P2429514_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_SAMELINE_FC_MT_784878519",,,,,,,,,,,,,,,,,"W5091036    144    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,"G1685551P2329388_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_FSPIMUX3",,,,,,,,,,,,,,,,,"W5091036    905     4 -13"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    907    14  -1"
,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    905    12  -7"
,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    908    12  -7"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,"W5091036    456    13  -5"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    453     8 -11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    163    12   6"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    454     6  11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    454     8  10"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    454     3 -13"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    903    13  -5"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    449     3  12"
,,,"G1694012P2244268_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_PIC_PIC_PROT_MODE_TEMPLATE_MT",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    449    -3  12"
,,,"G1702496P2447730_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TMRCHAINTESTOUTPUT7A",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    139   -11   6"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    902     6  11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    902     3  12"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    902     8  10"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    910     8  10"
,,,"G1694933P2396194_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_IRR_ISR_ODD",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    144     6  11"
,,,"G1682592P2396184_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_IRR_ISR_EVEN",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    910     6  11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    910     2  12"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    910     3  12"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    906    13  -5"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    903     9   9"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    141    13  -5"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    141    -3  12"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    909    13  -5"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    906     6  11"
,,,"G1685258P2292288_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_BIGRM_FC_MT_236398807",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    144    13   4"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1403468P2235388_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T1",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    138     8  10"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    453     6  11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    904    12   6"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    903     3  12"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    450     6  11"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    910   -13  -2"
,,,"G1698159P2329378_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_FSPIMUX4",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    455     6  11"
,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    144    14   0"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1403468P2235388_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T1",,,,,,,"D1499464P2532660_012020_PK04DG_FTXXX_UX1XM1X0SS0XXXXXX_MS_PH1PH2_AZTEC_STATPG",,,,,,,,,,,,,,,,,,,"W5091036    908    13  -5"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    456    12  -7"
,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    138     6  11"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,"G1685551P2329388_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_FSPIMUX3",,,,,,,,,,,,,,,"W5091036    141     3  12"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,"W5091036    455     3  12"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,"W5091036    451   -13   1"
,,,,,,,,"G1404865P2235378_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_WMT_SBFT_VRANGE_MTRR_MISS_T0",,,,,,,,,,,"G1688892P2247318_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_HAYSTACK_NWDB3_17",,,,,,,,,,,,,,,"W5091036    451    -3  12"
,,,,,,,,,,,,,,,,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,"W5091036    163     0  12"
