TT_SUM,OPERATION,QUANTITY,PART,IB,TT_AVG,PROGRAM
301.8383,7721,24,8PLAEVHH,6,12.576595833333333333333333,PSCDTJMH8MC830H0,
164.6078,7721,12,8PLAEVHH,6,13.717316666666666666666667,PSCDTJMH8MC830H0,
63.0537,7721,5,8PLAEVHH,6,12.61074,PSCDTJMH8MC830H0,
25.0943,7721,2,8PLAEVHH,6,12.54715,PSCDTJMH8MC830H0,
112.4639,7721,9,8PLAEVHH,6,12.495988888888888888888889,PSCDTJMH8MC830H0,
548.1106,7721,43,8PLAEVHH,6,12.746758139534883720930233,PSCDTJMH8MC830H0,
650.3633,7721,51,8PLAEVHH,6,12.752221568627450980392157,PSCDTJMH8MC830H0,
50.5803,7721,4,8PLAEVHH,6,12.645075,PSCDTJMH8MC830H0,
12.7968,7721,1,8PLAEVHH,6,12.7968,PSCDTJMH8MC830H0,
24.8572,7721,2,8PLAEVHH,6,12.4286,PSCDTJMH8MC830H0,
75.5943,7721,6,8PLAEVHH,6,12.59905,PSCDTJMH8MC830H0,
313.073,7721,25,8PLAEVHH,6,12.52292,PSCDTJMH8MC830H0,
327.5389,7721,25,8PLAEVHH,6,13.101556,PSCDTJMH8MC830H0,
38.8828,7721,3,8PLAEVHH,6,12.960933333333333333333333,PSCDTJMH8MC830H0,
138.6986,7721,11,8PLAEVHH,6,12.608963636363636363636364,PSCDTJMH8MC830H0,
25.2194,7721,2,8PLAEVHH,6,12.6097,PSCDTJMH8MC830H0,
111.4077,7721,8,8PLAEVHH,6,13.9259625,PSCDTJMH8MC830H0,
100.7232,7721,8,8PLAEVHH,6,12.5904,PSCDTJMH8MC830H0,
136.4289,7721,11,8PLAEVHH,6,12.402627272727272727272727,PSCDTJMH8MC830H0,
224.9396,7721,18,8PLAEVHH,6,12.496644444444444444444444,PSCDTJMH8MC830H0,
177.5073,7721,13,8PLAEVHH,6,13.654407692307692307692308,PSCDTJMH8MC830H0,
250.6101,7721,19,8PLAEVHH,6,13.190005263157894736842105,PSCDTJMH8MC830H0,
162.58,7721,13,8PLAEVHH,6,12.506153846153846153846154,PSCDTJMH8MC830H0,
75.2177,7721,6,8PLAEVHH,6,12.536283333333333333333333,PSCDTJMH8MC830H0,
75.6708,7721,6,8PLAEVHH,6,12.6118,PSCDTJMH8MC830H0,
163.4707,7721,13,8PLAEVHH,6,12.574669230769230769230769,PSCDTJMH8MC830H0,
38.0942,7721,3,8PLAEVHH,6,12.698066666666666666666667,PSCDTJMH8MC830H0,
88.5948,7721,6,8PLAEVHH,6,14.7658,PSCDTJMH8MC830H0,
13.126,7721,1,8PLAEVHH,6,13.126,PSCDTJMH8MC830H0,
50.8799,7721,4,8PLAEVHH,6,12.719975,PSCDTJMH8MC830H0,
87.5808,7721,7,8PLAEVHH,6,12.511542857142857142857143,PSCDTJMH8MC830H0,
75.6364,7721,6,8PLAEVHH,6,12.606066666666666666666667,PSCDTJMH8MC830H0,
63.0972,7721,5,8PLAEVHH,6,12.61944,PSCDTJMH8MC830H0,
102.4004,7721,7,8PLAEVHH,6,14.628628571428571428571429,PSCDTJMH8MC830H0,
64.1384,7721,5,8PLAEVHH,6,12.82768,PSCDTJMH8MC830H0,
177.7979,7721,14,8PLAEVHH,6,12.69985,PSCDTJMH8MC830H0,
200.2361,7721,16,8PLAEVHH,6,12.51475625,PSCDTJMH8MC830H0,
88.4243,7721,7,8PLAEVHH,6,12.632042857142857142857143,PSCDTJMH8MC830H0,
265.9899,7721,21,8PLAEVHH,6,12.666185714285714285714286,PSCDTJMH8MC830H0,
264.2384,7721,20,8PLAEVHH,6,13.21192,PSCDTJMH8MC830H0,
88.0233,7721,7,8PLAEVHH,6,12.574757142857142857142857,PSCDTJMH8MC830H0,
572.7781,7721,46,8PLAEVHH,6,12.45169782608695652173913,PSCDTJMH8MC830H0,
287.7218,7721,22,8PLAEVHH,6,13.078263636363636363636364,PSCDTJMH8MC830H0,
77.0516,7721,6,8PLAEVHH,6,12.841933333333333333333333,PSCDTJMH8MC830H0,
431.0383,7721,34,8PLAEVHH,6,12.677597058823529411764706,PSCDTJMH8MC830H0,
37.7688,7721,3,8PLAEVHH,6,12.5896,PSCDTJMH8MC830H0,
100.2693,7721,8,8PLAEVHH,6,12.5336625,PSCDTJMH8MC830H0,
384.1139,7721,31,8PLAEVHH,6,12.390770967741935483870968,PSCDTJMH8MC830H0,
103.0551,7721,8,8PLAEVHH,6,12.8818875,PSCDTJMH8MC830H0,
125.0897,7721,9,8PLAEVHH,6,13.898855555555555555555556,PSCDTJMH8MC830H0,
236.7651,7721,19,8PLAEVHH,6,12.461321052631578947368421,PSCDTJMH8MC830H0,
167.9715,7721,13,8PLAEVHH,6,12.920884615384615384615385,PSCDTJMH8MC830H0,
102.0117,7721,7,8PLAEVHH,6,14.5731,PSCDTJMH8MC830H0,
224.6526,7721,18,8PLAEVHH,6,12.4807,PSCDTJMH8MC830H0,
270.6951,7721,20,8PLAEVHH,6,13.534755,PSCDTJMH8MC830H0,
37.8329,7721,3,8PLAEVHH,6,12.610966666666666666666667,PSCDTJMH8MC830H0,
103.1224,7721,8,8PLAEVHH,6,12.8903,PSCDTJMH8MC830H0,
139.7859,7721,10,8PLAEVHH,6,13.97859,PSCDTJMH8MC830H0,
186.0705,7721,15,8PLAEVHH,6,12.4047,PSCDTJMH8MC830H0,
220.3347,7721,15,8PLAEVHH,6,14.68898,PSCDTJMH8MC830H0,
87.3574,7721,7,8PLAEVHH,6,12.479628571428571428571429,PSCDTJMH8MC830H0,
177.6411,7721,14,8PLAEVHH,6,12.68865,PSCDTJMH8MC830H0,
221.2333,7721,18,8PLAEVHH,6,12.290738888888888888888889,PSCDTJMH8MC830H0,
185.9158,7721,15,8PLAEVHH,6,12.394386666666666666666667,PSCDTJMH8MC830H0,
241.753,7721,19,8PLAEVHH,6,12.723842105263157894736842,PSCDTJMH8MC830H0,
187.1204,7721,15,8PLAEVHH,6,12.474693333333333333333333,PSCDTJMH8MC830H0,
37.8469,7721,3,8PLAEVHH,6,12.615633333333333333333333,PSCDTJMH8MC830H0,
62.4292,7721,5,8PLAEVHH,6,12.48584,PSCDTJMH8MC830H0,
112.2172,7721,9,8PLAEVHH,6,12.468577777777777777777778,PSCDTJMH8MC830H0,
49.9038,7721,4,8PLAEVHH,6,12.47595,PSCDTJMH8MC830H0,
75.472,7721,6,8PLAEVHH,6,12.578666666666666666666667,PSCDTJMH8MC830H0,
38.1573,7721,3,8PLAEVHH,6,12.7191,PSCDTJMH8MC830H0,
50.1811,7721,4,8PLAEVHH,6,12.545275,PSCDTJMH8MC830H0,
198.8603,7721,16,8PLAEVHH,6,12.42876875,PSCDTJMH8MC830H0,
50.4085,7721,4,8PLAEVHH,6,12.602125,PSCDTJMH8MC830H0,
124.6033,7721,10,8PLAEVHH,6,12.46033,PSCDTJMH8MC830H0,
193.7851,7721,13,8PLAEVHH,6,14.906546153846153846153846,PSCDTJMH8MC830H0,
248.5775,7721,20,8PLAEVHH,6,12.428875,PSCDTJMH8MC830H0,
112.9068,7721,9,8PLAEVHH,6,12.5452,PSCDTJMH8MC830H0,
148.9728,7721,12,8PLAEVHH,6,12.4144,PSCDTJMH8MC830H0,
112.6412,7721,9,8PLAEVHH,6,12.515688888888888888888889,PSCDTJMH8MC830H0,
896.9587,7721,77,8PLAYVHH,6,11.648814285714285714285714,PSCDTJMH8MC830H0,
2784.7537,7721,235,8PLAYVHH,6,11.850015744680851063829787,PSCDTJMH8MC830H0,
5639.8848,7721,480,8PLAYVHH,6,11.74976,PSCDTJMH8MC830H0,
642.5295,7721,54,8PLAYVHH,6,11.898694444444444444444444,PSCDTJMH8MC830H0,
3100.8901,7721,271,8PLADVHH,3,11.442398892988929889298893,PSCDTJMH8MC830HN,
6289.1236,7721,529,8PLADVHH,4,11.888702457466918714555766,PSCDTJMH8MC830HN,
167.6663,7721,14,8PLADVHH,5,11.976164285714285714285714,PSCDTJMH8MC830HN,
12.5677,7721,1,8PLADVHH,6,12.5677,PSCDTJMH8MC830HN,
10.4267,7721,1,8PKABVHH,1,10.4267,PSCDTNEH8MC830G1,
31.1063,7721,3,8PKABVHH,1,10.368766666666666666666667,PSCDTNEH8MC830G1,
124.0005,7721,12,8PKABVHH,1,10.333375,PSCDTNEH8MC830G1,
10.4187,7721,1,8PKABVHH,1,10.4187,PSCDTNEH8MC830G1,
20.7538,7721,2,8PKABVHH,1,10.3769,PSCDTNEH8MC830G1,
8893.5358,7721,864,8PKADVHH,1,10.293444212962962962962963,PSCDTNEH8MC830G1,
3205.3313,7721,309,8PKADVHH,1,10.373240453074433656957929,PSCDTNEH8MC830G1,
6237.7912,7721,603,8PKADVHH,1,10.344595688225538971807629,PSCDTNEH8MC830G1,
4657.8845,7721,446,8PKADVHH,1,10.443687219730941704035874,PSCDTNEH8MC830G1,
1256.3817,7721,121,8PKADVHH,1,10.383319834710743801652893,PSCDTNEH8MC830G1,
1543.7066,7721,147,8PKADVHH,1,10.50140544217687074829932,PSCDTNEH8MC830G1,
3310.7646,7721,320,8PKADVHH,1,10.346139375,PSCDTNEH8MC830G1,
6547.5519,7721,622,8PKADVHH,1,10.526610771704180064308682,PSCDTNEH8MC830G1,
483.5305,7721,47,8PKADVHH,1,10.287882978723404255319149,PSCDTNEH8MC830G1,
6653.6121,7721,632,8PKADVHH,1,10.527867246835443037974684,PSCDTNEH8MC830G1,
1507.0263,7721,144,8PKADVHH,1,10.465460416666666666666667,PSCDTNEH8MC830G1,
2082.8972,7721,203,8PKADVHH,1,10.260577339901477832512315,PSCDTNEH8MC830G1,
4083.8858,7721,385,8PKADVHH,1,10.607495584415584415584416,PSCDTNEH8MC830G1,
4806.8104,7721,462,8PKADVHH,1,10.404351515151515151515152,PSCDTNEH8MC830G1,
4868.7489,7721,463,8PKADVHH,1,10.515656371490280777537797,PSCDTNEH8MC830G1,
4927.3539,7721,471,8PKADVHH,1,10.461473248407643312101911,PSCDTNEH8MC830G1,
4904.9037,7721,471,8PKADVHH,1,10.413808280254777070063694,PSCDTNEH8MC830G1,
1052.3837,7721,100,8PKAEVHH,1,10.523837,PSCDTNEH8MC830G1,
1946.373,7721,189,8PKAEVHH,1,10.29826984126984126984127,PSCDTNEH8MC830G1,
51.202,7721,5,8PKAEVHH,1,10.2404,PSCDTNEH8MC830G1,
230.6105,7721,21,8PKAEVHH,1,10.981452380952380952380952,PSCDTNEH8MC830G1,
583.8901,7721,54,8PKAEVHH,1,10.81277962962962962962963,PSCDTNEH8MC830G1,
784.812,7721,75,8PKAEVHH,1,10.46416,PSCDTNEH8MC830G1,
388.8534,7721,38,8PKAEVHH,1,10.232984210526315789473684,PSCDTNEH8MC830G1,
848.0881,7721,80,8PKAEVHH,1,10.60110125,PSCDTNEH8MC830G1,
1334.8659,7721,126,8PKAEVHH,1,10.594173809523809523809524,PSCDTNEH8MC830G1,
957.2448,7721,94,8PKAEVHH,1,10.183455319148936170212766,PSCDTNEH8MC830G1,
680.2611,7721,67,8PKAEVHH,1,10.15315074626865671641791,PSCDTNEH8MC830G1,
386.2243,7721,36,8PKAEVHH,1,10.728452777777777777777778,PSCDTNEH8MC830G1,
665.7364,7721,63,8PKAEVHH,1,10.567244444444444444444444,PSCDTNEH8MC830G1,
891.5435,7721,85,8PKAEVHH,1,10.488747058823529411764706,PSCDTNEH8MC830G1,
1389.4686,7721,129,8PKAEVHH,1,10.771074418604651162790698,PSCDTNEH8MC830G1,
1280.061,7721,123,8PKAEVHH,1,10.407,PSCDTNEH8MC830G1,
340.3007,7721,33,8PKAEVHH,1,10.312142424242424242424242,PSCDTNEH8MC830G1,
465.0848,7721,41,8PKAEVHH,1,11.343531707317073170731707,PSCDTNEH8MC830G1,
903.7103,7721,85,8PKAEVHH,1,10.631885882352941176470588,PSCDTNEH8MC830G1,
506.6554,7721,49,8PKAEVHH,1,10.339906122448979591836735,PSCDTNEH8MC830G1,
482.2954,7721,44,8PKAEVHH,1,10.961259090909090909090909,PSCDTNEH8MC830G1,
533.3887,7721,49,8PKAEVHH,1,10.885483673469387755102041,PSCDTNEH8MC830G1,
319.8784,7721,31,8PKAEVHH,1,10.318658064516129032258065,PSCDTNEH8MC830G1,
557.5822,7721,54,8PKAEVHH,1,10.325596296296296296296296,PSCDTNEH8MC830G1,
174.8056,7721,17,8PKAEVHH,1,10.282682352941176470588235,PSCDTNEH8MC830G1,
51.9686,7721,5,8PKAEVHH,1,10.39372,PSCDTNEH8MC830G1,
488.1234,7721,46,8PKAEVHH,1,10.611378260869565217391304,PSCDTNEH8MC830G1,
330.2776,7721,32,8PKAEVHH,1,10.321175,PSCDTNEH8MC830G1,
1375.7723,7721,131,8PKAEVHH,1,10.502078625954198473282443,PSCDTNEH8MC830G1,
999.6481,7721,96,8PKAEVHH,1,10.413001041666666666666667,PSCDTNEH8MC830G1,
1184.5439,7721,113,8PKAEVHH,1,10.482689380530973451327434,PSCDTNEH8MC830G1,
1704.6553,7721,162,8PKAEVHH,1,10.522563580246913580246914,PSCDTNEH8MC830G1,
1003.6844,7721,94,8PKAEVHH,1,10.677493617021276595744681,PSCDTNEH8MC830G1,
72.8866,7721,7,8PKAEVHH,1,10.412371428571428571428571,PSCDTNEH8MC830G1,
2100.0083,7721,199,8PKAEVHH,1,10.552805527638190954773869,PSCDTNEH8MC830G1,
1040.4617,7721,101,8PKAEVHH,1,10.301600990099009900990099,PSCDTNEH8MC830G1,
1453.7817,7721,139,8PKAEVHH,1,10.458861151079136690647482,PSCDTNEH8MC830G1,
1179.1867,7721,112,8PKAEVHH,1,10.528452678571428571428571,PSCDTNEH8MC830G1,
1007.9643,7721,96,8PKAEVHH,1,10.499628125,PSCDTNEH8MC830G1,
10.387,7721,1,8PKAEVHH,1,10.387,PSCDTNEH8MC830G1,
785.2117,7721,77,8PKAEVHH,1,10.197554545454545454545455,PSCDTNEH8MC830G1,
205.4827,7721,20,8PKAEVHH,1,10.274135,PSCDTNEH8MC830G1,
975.4111,7721,92,8PKAEVHH,1,10.602294565217391304347826,PSCDTNEH8MC830G1,
723.22,7721,69,8PKAEVHH,1,10.48144927536231884057971,PSCDTNEH8MC830G1,
166.2205,7721,16,8PKAEVHH,1,10.38878125,PSCDTNEH8MC830G1,
1033.8909,7721,100,8PKAEVHH,1,10.338909,PSCDTNEH8MC830G1,
1121.708,7721,105,8PKAEVHH,1,10.682933333333333333333333,PSCDTNEH8MC830G1,
849.9949,7721,83,8PKAEVHH,1,10.24090240963855421686747,PSCDTNEH8MC830G1,
402.188,7721,39,8PKAEVHH,1,10.312512820512820512820513,PSCDTNEH8MC830G1,
862.3435,7721,80,8PKAEVHH,1,10.77929375,PSCDTNEH8MC830G1,
787.9665,7721,75,8PKAEVHH,1,10.50622,PSCDTNEH8MC830G1,
844.3728,7721,81,8PKAEVHH,1,10.424355555555555555555556,PSCDTNEH8MC830G1,
267.2762,7721,26,8PKAEVHH,1,10.279853846153846153846154,PSCDTNEH8MC830G1,
1253.6905,7721,120,8PKAEVHH,1,10.447420833333333333333333,PSCDTNEH8MC830G1,
553.1947,7721,51,8PKAEVHH,1,10.84695490196078431372549,PSCDTNEH8MC830G1,
915.783,7721,89,8PKAEVHH,1,10.289696629213483146067416,PSCDTNEH8MC830G1,
72.9707,7721,7,8PKAEVHH,1,10.424385714285714285714286,PSCDTNEH8MC830G1,
341.5455,7721,33,8PKAEVHH,1,10.349863636363636363636364,PSCDTNEH8MC830G1,
413.5681,7721,39,8PKAEVHH,1,10.60431025641025641025641,PSCDTNEH8MC830G1,
426.7662,7721,40,8PKAEVHH,1,10.669155,PSCDTNEH8MC830G1,
473.8736,7721,46,8PKAEVHH,1,10.3016,PSCDTNEH8MC830G1,
238.4668,7721,23,8PKAEVHH,1,10.368121739130434782608696,PSCDTNEH8MC830G1,
1166.4283,7721,111,8PKAEVHH,1,10.508363063063063063063063,PSCDTNEH8MC830G1,
359.2198,7721,35,8PKAEVHH,1,10.263422857142857142857143,PSCDTNEH8MC830G1,
10.5815,7721,1,8PKAEVHH,1,10.5815,PSCDTNEH8MC830G1,
877.7901,7721,85,8PKAEVHH,1,10.326942352941176470588235,PSCDTNEH8MC830G1,
206.1702,7721,20,8PKAEVHH,1,10.30851,PSCDTNEH8MC830G1,
41.4187,7721,4,8PKAEVHH,1,10.354675,PSCDTNEH8MC830G1,
613.133,7721,58,8PKAEVHH,1,10.571258620689655172413793,PSCDTNEH8MC830G1,
139.3715,7721,12,8PKAEVHH,1,11.614291666666666666666667,PSCDTNEH8MC830G1,
713.39,7721,67,8PKAEVHH,1,10.647611940298507462686567,PSCDTNEH8MC830G1,
1447.3207,7721,138,8PKAEVHH,1,10.487831159420289855072464,PSCDTNEH8MC830G1,
647.3808,7721,62,8PKAEVHH,1,10.441625806451612903225806,PSCDTNEH8MC830G1,
422.7647,7721,40,8PKAEVHH,1,10.5691175,PSCDTNEH8MC830G1,
2105.1995,7721,202,8PKAEVHH,1,10.42177970297029702970297,PSCDTNEH8MC830G1,
297.7506,7721,29,8PKAEVHH,1,10.26726206896551724137931,PSCDTNEH8MC830G1,
887.4203,7721,86,8PKAEVHH,1,10.318840697674418604651163,PSCDTNEH8MC830G1,
2240.045,7721,215,8PKAEVHH,1,10.418813953488372093023256,PSCDTNEH8MC830G1,
1420.416,7721,138,8PKAEVHH,1,10.292869565217391304347826,PSCDTNEH8MC830G1,
746.1755,7721,72,8PKAEVHH,1,10.363548611111111111111111,PSCDTNEH8MC830G1,
134.5874,7721,13,8PKAEVHH,1,10.352876923076923076923077,PSCDTNEH8MC830G1,
618.5268,7721,59,8PKAEVHH,1,10.483505084745762711864407,PSCDTNEH8MC830G1,
612.7747,7721,58,8PKAEVHH,1,10.565081034482758620689655,PSCDTNEH8MC830G1,
1023.6781,7721,99,8PKAEVHH,1,10.340182828282828282828283,PSCDTNEH8MC830G1,
935.331,7721,92,8PKAEVHH,1,10.166641304347826086956522,PSCDTNEH8MC830G1,
1436.175,7721,137,8PKAEVHH,1,10.48302919708029197080292,PSCDTNEH8MC830G1,
1054.5951,7721,103,8PKAEVHH,1,10.238787378640776699029126,PSCDTNEH8MC830G1,
1094.2628,7721,105,8PKAEVHH,1,10.42155047619047619047619,PSCDTNEH8MC830G1,
1128.8612,7721,109,8PKAEVHH,1,10.356524770642201834862385,PSCDTNEH8MC830G1,
595.558,7721,55,8PKAEVHH,1,10.828327272727272727272727,PSCDTNEH8MC830G1,
799.7418,7721,74,8PKAEVHH,1,10.807321621621621621621622,PSCDTNEH8MC830G1,
888.2602,7721,87,8PKAEVHH,1,10.20988735632183908045977,PSCDTNEH8MC830G1,
1166.7937,7721,109,8PKAEVHH,1,10.704529357798165137614679,PSCDTNEH8MC830G1,
1500.6251,7721,144,8PKAEVHH,1,10.421007638888888888888889,PSCDTNEH8MC830G1,
491.0104,7721,48,8PKAEVHH,1,10.229383333333333333333333,PSCDTNEH8MC830G1,
2039.6077,7721,196,8PKAEVHH,1,10.406161734693877551020408,PSCDTNEH8MC830G1,
1423.8085,7721,139,8PKAEVHH,1,10.243226618705035971223022,PSCDTNEH8MC830G1,
1288.0564,7721,123,8PKAEVHH,1,10.472003252032520325203252,PSCDTNEH8MC830G1,
386.6014,7721,38,8PKAEVHH,1,10.173721052631578947368421,PSCDTNEH8MC830G1,
735.9163,7721,71,8PKAEVHH,1,10.365018309859154929577465,PSCDTNEH8MC830G1,
206.996,7721,20,8PKAEVHH,1,10.3498,PSCDTNEH8MC830G1,
279.0996,7721,27,8PKAEVHH,1,10.337022222222222222222222,PSCDTNEH8MC830G1,
462.8041,7721,45,8PKAEVHH,1,10.284535555555555555555556,PSCDTNEH8MC830G1,
744.3594,7721,70,8PKAEVHH,1,10.633705714285714285714286,PSCDTNEH8MC830G1,
205.2763,7721,20,8PKAEVHH,1,10.263815,PSCDTNEH8MC830G1,
1236.6105,7721,116,8PKAEVHH,1,10.660435344827586206896552,PSCDTNEH8MC830G1,
1942.427,7721,186,8PKAEVHH,1,10.443155913978494623655914,PSCDTNEH8MC830G1,
2086.2049,7721,202,8PKAEVHH,1,10.327747029702970297029703,PSCDTNEH8MC830G1,
247.439,7721,24,8PKAEVHH,1,10.309958333333333333333333,PSCDTNEH8MC830G1,
1101.0614,7721,107,8PKAEVHH,1,10.29029345794392523364486,PSCDTNEH8MC830G1,
470.7448,7721,43,8PKAEVHH,1,10.947553488372093023255814,PSCDTNEH8MC830G1,
674.2832,7721,66,8PKAEVHH,1,10.216412121212121212121212,PSCDTNEH8MC830G1,
106.0719,7721,9,8PKAEVHH,1,11.785766666666666666666667,PSCDTNEH8MC830G1,
2120.6036,7721,202,8PKAEVHH,1,10.498037623762376237623762,PSCDTNEH8MC830G1,
2844.7895,7721,273,8PKAEVHH,1,10.420474358974358974358974,PSCDTNEH8MC830G1,
92.902,7721,9,8PKAEVHH,1,10.322444444444444444444444,PSCDTNEH8MC830G1,
421.9113,7721,41,8PKAEVHH,1,10.290519512195121951219512,PSCDTNEH8MC830G1,
277.6557,7721,27,8PKAEVHH,1,10.283544444444444444444444,PSCDTNEH8MC830G1,
3772.1777,7721,360,8PKAEVHH,1,10.478271388888888888888889,PSCDTNEH8MC830G1,
992.7015,7721,95,8PKAEVHH,1,10.449489473684210526315789,PSCDTNEH8MC830G1,
82.526,7721,8,8PKAEVHH,1,10.31575,PSCDTNEH8MC830G1,
903.386,7721,88,8PKAEVHH,1,10.26575,PSCDTNEH8MC830G1,
1687.778,7721,163,8PKAEVHH,1,10.354466257668711656441718,PSCDTNEH8MC830G1,
977.9463,7721,92,8PKAEVHH,1,10.629851086956521739130435,PSCDTNEH8MC830G1,
217.7928,7721,21,8PKAEVHH,1,10.371085714285714285714286,PSCDTNEH8MC830G1,
743.474,7721,71,8PKAEVHH,1,10.471464788732394366197183,PSCDTNEH8MC830G1,
1893.1801,7721,182,8PKAEVHH,1,10.402088461538461538461538,PSCDTNEH8MC830G1,
4568.8445,7721,437,8PKAEVHH,1,10.455021739130434782608696,PSCDTNEH8MC830G1,
2309.4827,7721,221,8PKAEVHH,1,10.450147963800904977375566,PSCDTNEH8MC830G1,
1303.0163,7721,126,8PKAEVHH,1,10.341399206349206349206349,PSCDTNEH8MC830G1,
224.4674,7721,22,8PKAEVHH,1,10.203063636363636363636364,PSCDTNEH8MC830G1,
486.0805,7721,46,8PKAEVHH,1,10.566967391304347826086957,PSCDTNEH8MC830G1,
796.183,7721,76,8PKAEVHH,1,10.476092105263157894736842,PSCDTNEH8MC830G1,
1210.1029,7721,118,8PKAEVHH,1,10.255109322033898305084746,PSCDTNEH8MC830G1,
20.9494,7721,2,8PKAEVHH,1,10.4747,PSCDTNEH8MC830G1,
2464.6218,7721,239,8PKAEVHH,1,10.312225104602510460251046,PSCDTNEH8MC830G1,
286.2446,7721,28,8PKAEVHH,1,10.223021428571428571428571,PSCDTNEH8MC830G1,
202.7086,7721,17,8PKAEVHH,1,11.924035294117647058823529,PSCDTNEH8MC830G1,
187.3863,7721,18,8PKAEVHH,1,10.41035,PSCDTNEH8MC830G1,
1472.477,7721,142,8PKAEVHH,1,10.369556338028169014084507,PSCDTNEH8MC830G1,
185.8911,7721,18,8PKAEVHH,1,10.327283333333333333333333,PSCDTNEH8MC830G1,
767.8764,7721,74,8PKAEVHH,1,10.376708108108108108108108,PSCDTNEH8MC830G1,
133.8899,7721,13,8PKAEVHH,1,10.299223076923076923076923,PSCDTNEH8MC830G1,
10.595,7721,1,8PKAEVHH,1,10.595,PSCDTNEH8MC830G1,
31.1202,7721,3,8PKAEVHH,1,10.3734,PSCDTNEH8MC830G1,
165.9445,7721,16,8PKAEVHH,1,10.37153125,PSCDTNEH8MC830G1,
3126.8596,7721,304,8PKAEVHH,1,10.285722368421052631578947,PSCDTNEH8MC830G1,
62.7859,7721,6,8PKAEVHH,1,10.464316666666666666666667,PSCDTNEH8MC830G1,
21.0088,7721,2,8PKAEVHH,1,10.5044,PSCDTNEH8MC830G1,
123.1349,7721,12,8PKAEVHH,1,10.261241666666666666666667,PSCDTNEH8MC830G1,
300.3259,7721,29,8PKAEVHH,1,10.356065517241379310344828,PSCDTNEH8MC830G1,
7018.4847,7721,674,8PKAEVHH,1,10.413182047477744807121662,PSCDTNEH8MC830G1,
549.6376,7721,53,8PKAEVHH,1,10.370520754716981132075472,PSCDTNEH8MC830G1,
20.5963,7721,2,8PKAEVHH,1,10.29815,PSCDTNEH8MC830G1,
4010.6065,7721,384,8PKAEVHH,1,10.444287760416666666666667,PSCDTNEH8MC830G1,
172.1059,7721,14,8PKAEVHH,1,12.293278571428571428571429,PSCDTNEH8MC830G1,
41.9913,7721,4,8PKAEVHH,1,10.497825,PSCDTNEH8MC830G1,
1093.0904,7721,107,8PKAEVHH,1,10.215798130841121495327103,PSCDTNEH8MC830G1,
114.4785,7721,11,8PKAEVHH,1,10.407136363636363636363636,PSCDTNEH8MC830G1,
430.4521,7721,42,8PKAEVHH,1,10.24885952380952380952381,PSCDTNEH8MC830G1,
156.0228,7721,15,8PKAEVHH,1,10.40152,PSCDTNEH8MC830G1,
2010.0707,7721,195,8PKAEVHH,1,10.308054871794871794871795,PSCDTNEH8MC830G1,
2267.8854,7721,217,8PKAEVHH,1,10.451084792626728110599078,PSCDTNEH8MC830G1,
93.8338,7721,9,8PKAEVHH,1,10.425977777777777777777778,PSCDTNEH8MC830G1,
2056.0455,7721,198,8PKAEVHH,1,10.384068181818181818181818,PSCDTNEH8MC830G1,
627.8121,7721,60,8PKAEVHH,1,10.463535,PSCDTNEH8MC830G1,
51.9598,7721,5,8PKAEVHH,1,10.39196,PSCDTNEH8MC830G1,
51.8511,7721,5,8PKAEVHH,1,10.37022,PSCDTNEH8MC830G1,
615.3998,7721,58,8PKAEVHH,1,10.610341379310344827586207,PSCDTNEH8MC830G1,
288.3515,7721,25,8PKAEVHH,1,11.53406,PSCDTNEH8MC830G1,
1101.8269,7721,105,8PKAEVHH,1,10.49358952380952380952381,PSCDTNEH8MC830G1,
287.7468,7721,28,8PKAEVHH,1,10.276671428571428571428571,PSCDTNEH8MC830G1,
613.8379,7721,58,8PKAEVHH,1,10.58341206896551724137931,PSCDTNEH8MC830G1,
165.5438,7721,15,8PKAEVHH,1,11.036253333333333333333333,PSCDTNEH8MC830G1,
72.3189,7721,7,8PKAEVHH,1,10.331271428571428571428571,PSCDTNEH8MC830G1,
123.7647,7721,12,8PKAEVHH,1,10.313725,PSCDTNEH8MC830G1,
52.4238,7721,5,8PKAEVHH,1,10.48476,PSCDTNEH8MC830G1,
10.3976,7721,1,8PKAEVHH,1,10.3976,PSCDTNEH8MC830G1,
72.595,7721,7,8PKAEVHH,1,10.370714285714285714285714,PSCDTNEH8MC830G1,
2426.8533,7721,231,8PKAEVHH,1,10.505858441558441558441558,PSCDTNEH8MC830G1,
2923.2041,7721,277,8PKAEVHH,1,10.553083393501805054151625,PSCDTNEH8MC830G1,
349.9933,7721,34,8PKAEVHH,1,10.293920588235294117647059,PSCDTNEH8MC830G1,
389.8237,7721,38,8PKAEVHH,1,10.258518421052631578947368,PSCDTNEH8MC830G1,
144.9155,7721,14,8PKAEVHH,1,10.351107142857142857142857,PSCDTNEH8MC830G1,
145.7737,7721,14,8PKAEVHH,1,10.412407142857142857142857,PSCDTNEH8MC830G1,
31.1823,7721,3,8PKAEVHH,1,10.3941,PSCDTNEH8MC830G1,
72.0143,7721,7,8PKAEVHH,1,10.287757142857142857142857,PSCDTNEH8MC830G1,
123.5522,7721,12,8PKAEVHH,1,10.296016666666666666666667,PSCDTNEH8MC830G1,
10.6173,7721,1,8PKAEVHH,1,10.6173,PSCDTNEH8MC830G1,
20.7316,7721,2,8PKAEVHH,1,10.3658,PSCDTNEH8MC830G1,
