TT_SUM,OPERATION,QUANTITY,PART,IB,TT_AVG,PROGRAM
433.7817,7721,23,8PLADVHH,5,18.86007391,PSCDTJMH8MC830G0
381.3678,7721,23,8PLADVHH,5,16.5812087,PSCDTJMH8MC830G0
547.449,7721,37,8PLADVHH,5,14.79591892,PSCDTJMH8MC830G0
364.5641,7721,24,8PLADVHH,5,15.19017083,PSCDTJMH8MC830G0
33.3331,7721,2,8PLADVHH,5,16.66655,PSCDTJMH8MC830G0
152.5681,7721,10,8PLADVHH,5,15.25681,PSCDTJMH8MC830G0
294.6072,7721,21,8PLADVHH,5,14.02891429,PSCDTJMH8MC830G0
122.1151,7721,8,8PLADVHH,5,15.2643875,PSCDTJMH8MC830G0
151.7777,7721,11,8PLADVHH,5,13.79797273,PSCDTJMH8MC830G0
235.8999,7721,17,8PLADVHH,5,13.87646471,PSCDTJMH8MC830G0
55.7962,7721,4,8PLADVHH,5,13.94905,PSCDTJMH8MC830G0
213.9969,7721,12,8PLADVHH,5,17.833075,PSCDTJMH8MC830G0
118.4915,7721,8,8PLADVHH,5,14.8114375,PSCDTJMH8MC830G0
221.8818,7721,16,8PLADVHH,5,13.8676125,PSCDTJMH8MC830G0
167.2749,7721,12,8PLADVHH,5,13.939575,PSCDTJMH8MC830G0
218.7418,7721,14,8PLADVHH,5,15.62441429,PSCDTJMH8MC830G0
112.2425,7721,8,8PLADVHH,5,14.0303125,PSCDTJMH8MC830G0
98.2602,7721,7,8PLADVHH,5,14.03717143,PSCDTJMH8MC830G0
317.8257,7721,23,8PLADVHH,5,13.8185087,PSCDTJMH8MC830G0
342.1497,7721,23,8PLADVHH,5,14.87607391,PSCDTJMH8MC830G0
251.4174,7721,18,8PLADVHH,5,13.96763333,PSCDTJMH8MC830G0
337.5427,7721,22,8PLADVHH,5,15.34285,PSCDTJMH8MC830G0
645.7146,7721,45,8PLADVHH,5,14.34921333,PSCDTJMH8MC830G0
421.7958,7721,29,8PLADVHH,5,14.54468276,PSCDTJMH8MC830G0
18.7336,7721,1,8PLADVHH,5,18.7336,PSCDTJMH8MC830G0
201.1299,7721,12,8PLADVHH,5,16.760825,PSCDTJMH8MC830G0
221.6392,7721,16,8PLADVHH,5,13.85245,PSCDTJMH8MC830G0
126.2818,7721,8,8PLADVHH,5,15.785225,PSCDTJMH8MC830G0
82.2145,7721,6,8PLADVHH,5,13.70241667,PSCDTJMH8MC830G0
388.6866,7721,28,8PLADVHH,5,13.88166429,PSCDTJMH8MC830G0
890.9714,7721,62,8PLADVHH,5,14.37050645,PSCDTJMH8MC830G0
386.7723,7721,28,8PLADVHH,5,13.81329643,PSCDTJMH8MC830G0
253.3719,7721,16,8PLADVHH,5,15.83574375,PSCDTJMH8MC830G0
325.0908,7721,15,8PLADVHH,5,21.67272,PSCDTJMH8MC830G0
165.5993,7721,12,8PLADVHH,5,13.79994167,PSCDTJMH8MC830G0
357.4023,7721,26,8PLADVHH,5,13.74624231,PSCDTJMH8MC830G0
211.2572,7721,13,8PLADVHH,5,16.25055385,PSCDTJMH8MC830G0
139.4654,7721,10,8PLADVHH,5,13.94654,PSCDTJMH8MC830G0
250.0206,7721,18,8PLADVHH,5,13.89003333,PSCDTJMH8MC830G0
268.7211,7721,18,8PLADVHH,5,14.92895,PSCDTJMH8MC830G0
279.2958,7721,20,8PLADVHH,5,13.96479,PSCDTJMH8MC830G0
273.2617,7721,17,8PLADVHH,5,16.07421765,PSCDTJMH8MC830G0
97.3227,7721,7,8PLADVHH,5,13.90324286,PSCDTJMH8MC830G0
221.2771,7721,16,8PLADVHH,5,13.82981875,PSCDTJMH8MC830G0
151.188,7721,6,8PLADVHH,5,25.198,PSCDTJMH8MC830G0
233.5233,7721,15,8PLADVHH,5,15.56822,PSCDTJMH8MC830G0
194.5235,7721,14,8PLADVHH,5,13.89453571,PSCDTJMH8MC830G0
191.7813,7721,12,8PLADVHH,5,15.981775,PSCDTJMH8MC830G0
675.0929,7721,49,8PLADVHH,5,13.77740612,PSCDTJMH8MC830G0
244.3741,7721,17,8PLADVHH,5,14.37494706,PSCDTJMH8MC830G0
290.9432,7721,21,8PLADVHH,5,13.8544381,PSCDTJMH8MC830G0
416.8399,7721,27,8PLADVHH,5,15.43851481,PSCDTJMH8MC830G0
364.3016,7721,22,8PLADVHH,5,16.55916364,PSCDTJMH8MC830G0
583.6429,7721,38,8PLADVHH,5,15.35902368,PSCDTJMH8MC830G0
342.1452,7721,21,8PLADVHH,5,16.29262857,PSCDTJMH8MC830G0
200.9087,7721,14,8PLADVHH,5,14.35062143,PSCDTJMH8MC830G0
158.2579,7721,10,8PLADVHH,5,15.82579,PSCDTJMH8MC830G0
179.3811,7721,12,8PLADVHH,5,14.948425,PSCDTJMH8MC830G0
239.866,7721,17,8PLADVHH,5,14.10976471,PSCDTJMH8MC830G0
180.8399,7721,13,8PLADVHH,5,13.91076154,PSCDTJMH8MC830G0
217.3846,7721,13,8PLADVHH,5,16.72189231,PSCDTJMH8MC830G0
208.1902,7721,12,8PLADVHH,5,17.34918333,PSCDTJMH8MC830G0
483.7947,7721,34,8PLADVHH,5,14.22925588,PSCDTJMH8MC830G0
140.494,7721,10,8PLADVHH,5,14.0494,PSCDTJMH8MC830G0
165.3876,7721,12,8PLADVHH,5,13.7823,PSCDTJMH8MC830G0
586.5476,7721,41,8PLADVHH,5,14.30603902,PSCDTJMH8MC830G0
277.8701,7721,20,8PLADVHH,5,13.893505,PSCDTJMH8MC830G0
672.2941,7721,48,8PLADVHH,5,14.00612708,PSCDTJMH8MC830G0
183.7232,7721,12,8PLADVHH,5,15.31026667,PSCDTJMH8MC830G0
83.9705,7721,6,8PLADVHH,5,13.99508333,PSCDTJMH8MC830G0
142.9449,7721,10,8PLADVHH,5,14.29449,PSCDTJMH8MC830G0
226.6587,7721,13,8PLADVHH,5,17.43528462,PSCDTJMH8MC830G0
139.6146,7721,10,8PLADVHH,5,13.96146,PSCDTJMH8MC830G0
169.0006,7721,12,8PLADVHH,5,14.08338333,PSCDTJMH8MC830G0
365.7296,7721,26,8PLADVHH,5,14.06652308,PSCDTJMH8MC830G0
261.8828,7721,19,8PLADVHH,5,13.78330526,PSCDTJMH8MC830G0
182.1558,7721,11,8PLADVHH,5,16.55961818,PSCDTJMH8MC830G0
125.1716,7721,9,8PLADVHH,5,13.90795556,PSCDTJMH8MC830G0
352.2125,7721,25,8PLADVHH,5,14.0885,PSCDTJMH8MC830G0
222.882,7721,16,8PLADVHH,5,13.930125,PSCDTJMH8MC830G0
378.8403,7721,24,8PLADVHH,5,15.7850125,PSCDTJMH8MC830G0
955.7469,7721,69,8PLADVHH,5,13.85140435,PSCDTJMH8MC830G0
138.465,7721,10,8PLADVHH,5,13.8465,PSCDTJMH8MC830G0
372.447,7721,26,8PLADVHH,5,14.32488462,PSCDTJMH8MC830G0
490.9205,7721,33,8PLADVHH,5,14.87637879,PSCDTJMH8MC830G0
934.0372,7721,37,8PLADVHH,5,25.24424865,PSCDTJMH8MC830G0
96.16,7721,7,8PLADVHH,5,13.73714286,PSCDTJMH8MC830G0
317.257,7721,21,8PLADVHH,5,15.10747619,PSCDTJMH8MC830G0
358.1813,7721,25,8PLADVHH,5,14.327252,PSCDTJMH8MC830G0
278.318,7721,14,8PLADVHH,5,19.87985714,PSCDTJMH8MC830G0
291.2037,7721,21,8PLADVHH,5,13.86684286,PSCDTJMH8MC830G0
163.6546,7721,8,8PLADVHH,5,20.456825,PSCDTJMH8MC830G0
115.3714,7721,8,8PLADVHH,5,14.421425,PSCDTJMH8MC830G0
207.5745,7721,15,8PLADVHH,5,13.8383,PSCDTJMH8MC830G0
120.715,7721,8,8PLADVHH,5,15.089375,PSCDTJMH8MC830G0
402.0534,7721,29,8PLADVHH,5,13.86391034,PSCDTJMH8MC830G0
475.4312,7721,32,8PLADVHH,5,14.857225,PSCDTJMH8MC830G0
705.7207,7721,42,8PLADVHH,5,16.80287381,PSCDTJMH8MC830G0
428.2033,7721,31,8PLADVHH,5,13.81300968,PSCDTJMH8MC830G0
681.4219,7721,46,8PLADVHH,5,14.81351957,PSCDTJMH8MC830G0
482.1328,7721,35,8PLADVHH,5,13.77522286,PSCDTJMH8MC830G0
113.0071,7721,8,8PLADVHH,5,14.1258875,PSCDTJMH8MC830G0
91.3976,7721,5,8PLADVHH,5,18.27952,PSCDTJMH8MC830G0
91.3789,7721,6,8PLADVHH,5,15.22981667,PSCDTJMH8MC830G0
404.601,7721,29,8PLADVHH,5,13.95175862,PSCDTJMH8MC830G0
635.0427,7721,36,8PLADVHH,5,17.640075,PSCDTJMH8MC830G0
566.5546,7721,41,8PLADVHH,5,13.81840488,PSCDTJMH8MC830G0
208.2006,7721,14,8PLADVHH,5,14.87147143,PSCDTJMH8MC830G0
331.7104,7721,24,8PLADVHH,5,13.82126667,PSCDTJMH8MC830G0
180.4712,7721,13,8PLADVHH,5,13.8824,PSCDTJMH8MC830G0
327.9219,7721,14,8PLADVHH,5,23.42299286,PSCDTJMH8MC830G0
203.9673,7721,13,8PLADVHH,5,15.68979231,PSCDTJMH8MC830G0
56.196,7721,4,8PLADVHH,5,14.049,PSCDTJMH8MC830G0
276.9977,7721,20,8PLADVHH,5,13.849885,PSCDTJMH8MC830G0
125.5004,7721,9,8PLADVHH,5,13.94448889,PSCDTJMH8MC830G0
111.4429,7721,8,8PLADVHH,5,13.9303625,PSCDTJMH8MC830G0
259.1961,7721,17,8PLADVHH,5,15.24682941,PSCDTJMH8MC830G0
300.5278,7721,16,8PLADVHH,5,18.7829875,PSCDTJMH8MC830G0
966.7887,7721,63,8PLAEVHH,5,15.34585238,PSCDTJMH8MC830G0
2986.0608,7721,213,8PLAEVHH,5,14.01906479,PSCDTJMH8MC830G0
736.289,7721,52,8PLAEVHH,5,14.15940385,PSCDTJMH8MC830G0
10787.0847,7721,777,8PLAEVHH,5,13.88299189,PSCDTJMH8MC830G0
5237.2649,7721,355,8PLAEVHH,5,14.75285887,PSCDTJMH8MC830G0
931.8212,7721,67,8PLAEVHH,5,13.9077791,PSCDTJMH8MC830G0
3794.4463,7721,187,8PLAEVHH,5,20.29115668,PSCDTJMH8MC830G0
2800.9084,7721,202,8PLAEVHH,5,13.86588317,PSCDTJMH8MC830G0
5722.5455,7721,412,8PLAEVHH,5,13.88967354,PSCDTJMH8MC830G0
4352.3116,7721,300,8PLAEVHH,5,14.50770533,PSCDTJMH8MC830G0
5294.7928,7721,378,8PLAEVHH,5,14.00738836,PSCDTJMH8MC830G0
5656.0244,7721,400,8PLAEVHH,5,14.140061,PSCDTJMH8MC830G0
1875.9695,7721,135,8PLAEVHH,5,13.89607037,PSCDTJMH8MC830G0
570.6138,7721,39,8PLAEVHH,5,14.63112308,PSCDTJMH8MC830G0
6661.1363,7721,477,8PLAEVHH,5,13.96464633,PSCDTJMH8MC830G0
2063.7425,7721,141,8PLAEVHH,5,14.63647163,PSCDTJMH8MC830G0
3578.7154,7721,236,8PLAEVHH,5,15.16404831,PSCDTJMH8MC830G0
2158.9516,7721,154,8PLAEVHH,5,14.01916623,PSCDTJMH8MC830G0
2519.8235,7721,175,8PLAEVHH,5,14.39899143,PSCDTJMH8MC830G0
1891.7449,7721,135,8PLAEVHH,5,14.01292519,PSCDTJMH8MC830G0
4333.122,7721,311,8PLAEVHH,5,13.93286817,PSCDTJMH8MC830G0
2147.0898,7721,156,8PLAEVHH,5,13.76339615,PSCDTJMH8MC830G0
5022.2512,7721,332,8PLAEVHH,5,15.12726265,PSCDTJMH8MC830G0
4759.9804,7721,305,8PLAEVHH,5,15.60649311,PSCDTJMH8MC830G0
3867.5668,7721,274,8PLAEVHH,5,14.1152073,PSCDTJMH8MC830G0
4451.5862,7721,247,8PLAEVHH,5,18.02261619,PSCDTJMH8MC830G0
3142.7432,7721,213,8PLAEVHH,5,14.75466291,PSCDTJMH8MC830G0
2720.6776,7721,174,8PLAEVHH,5,15.63607816,PSCDTJMH8MC830G0
3129.0177,7721,209,8PLAEVHH,5,14.97137656,PSCDTJMH8MC830G0
1311.7797,7721,94,8PLAEVHH,5,13.95510319,PSCDTJMH8MC830G0
3540.904,7721,246,8PLAEVHH,5,14.3939187,PSCDTJMH8MC830G0
4794.591,7721,337,8PLAEVHH,5,14.227273,PSCDTJMH8MC830G0
5608.3816,7721,365,8PLAEVHH,5,15.36542904,PSCDTJMH8MC830G0
4210.4759,7721,301,8PLAEVHH,5,13.98829203,PSCDTJMH8MC830G0
6814.1652,7721,478,8PLAEVHH,5,14.25557573,PSCDTJMH8MC830G0
5412.6488,7721,342,8PLAEVHH,5,15.82645848,PSCDTJMH8MC830G0
2837.1164,7721,180,8PLAEVHH,5,15.76175778,PSCDTJMH8MC830G0
6832.9146,7721,461,8PLAEVHH,5,14.82194056,PSCDTJMH8MC830G0
2846.698,7721,204,8PLAEVHH,5,13.95440196,PSCDTJMH8MC830G0
4751.6463,7721,320,8PLAEVHH,5,14.84889469,PSCDTJMH8MC830G0
5126.5821,7721,372,8PLAEVHH,5,13.78113468,PSCDTJMH8MC830G0
4441.644,7721,225,8PLAEVHH,5,19.74064,PSCDTJMH8MC830G0
2862.8004,7721,196,8PLAEVHH,5,14.60612449,PSCDTJMH8MC830G0
3052.0524,7721,216,8PLAEVHH,5,14.12987222,PSCDTJMH8MC830G0
4262.8569,7721,282,8PLAEVHH,5,15.11651383,PSCDTJMH8MC830G0
3696.4286,7721,232,8PLAEVHH,5,15.9328819,PSCDTJMH8MC830G0
5906.2756,7721,366,8PLAEVHH,5,16.13736503,PSCDTJMH8MC830G0
3853.2172,7721,277,8PLAEVHH,5,13.91053141,PSCDTJMH8MC830G0
8450.4991,7721,571,8PLAEVHH,5,14.79947303,PSCDTJMH8MC830G0
4044.9803,7721,279,8PLAEVHH,5,14.49813728,PSCDTJMH8MC830G0
7876.9656,7721,444,8PLAEVHH,5,17.74091351,PSCDTJMH8MC830G0
3720.2978,7721,271,8PLAEVHH,5,13.72803616,PSCDTJMH8MC830G0
3707.7626,7721,263,8PLAEVHH,5,14.09795665,PSCDTJMH8MC830G0
5740.1194,7721,326,8PLAEVHH,5,17.60772822,PSCDTJMH8MC830G0
5194.7503,7721,374,8PLAEVHH,5,13.88970668,PSCDTJMH8MC830G0
2680.1869,7721,189,8PLAEVHH,5,14.18088307,PSCDTJMH8MC830G0
2470.71,7721,156,8PLAEVHH,5,15.83788462,PSCDTJMH8MC830G0
8492.8891,7721,516,8PLAEVHH,5,16.4590874,PSCDTJMH8MC830G0
2702.7684,7721,184,8PLAEVHH,5,14.6889587,PSCDTJMH8MC830G0
6497.5497,7721,449,8PLAEVHH,5,14.47115746,PSCDTJMH8MC830G0
6350.3874,7721,445,8PLAEVHH,5,14.27053348,PSCDTJMH8MC830G0
3173.7735,7721,228,8PLAEVHH,5,13.92005921,PSCDTJMH8MC830G0
7268.4167,7721,306,8PLAEVHH,5,23.75299575,PSCDTJMH8MC830G0
4609.7191,7721,332,8PLAEVHH,5,13.88469608,PSCDTJMH8MC830G0
3924.1777,7721,255,8PLAEVHH,5,15.38893216,PSCDTJMH8MC830G0
7912.8119,7721,551,8PLAEVHH,5,14.36082015,PSCDTJMH8MC830G0
9642.2949,7721,679,8PLAEVHH,5,14.20072887,PSCDTJMH8MC830G0
10559.71,7721,755,8PLAEVHH,5,13.98637086,PSCDTJMH8MC830G0
8750.5268,7721,617,8PLAEVHH,5,14.18237731,PSCDTJMH8MC830G0
5779.2376,7721,393,8PLAEVHH,5,14.70543919,PSCDTJMH8MC830G0
5242.078,7721,380,8PLAEVHH,5,13.79494211,PSCDTJMH8MC830G0
10073.7674,7721,546,8PLAEVHH,5,18.45012344,PSCDTJMH8MC830G0
6036.1461,7721,433,8PLAEVHH,5,13.94029122,PSCDTJMH8MC830G0
1446.7053,7721,99,8PLAEVHH,5,14.61318485,PSCDTJMH8MC830G0
6153.8825,7721,410,8PLAEVHH,5,15.00946951,PSCDTJMH8MC830G0
3495.6683,7721,252,8PLAEVHH,5,13.8716996,PSCDTJMH8MC830G0
4559.4877,7721,322,8PLAEVHH,5,14.15989969,PSCDTJMH8MC830G0
6279.1238,7721,446,8PLAEVHH,5,14.07875291,PSCDTJMH8MC830G0
4845.1722,7721,348,8PLAEVHH,5,13.92290862,PSCDTJMH8MC830G0
5381.4571,7721,352,8PLAEVHH,5,15.2882304,PSCDTJMH8MC830G0
4118.4873,7721,295,8PLAEVHH,5,13.9609739,PSCDTJMH8MC830G0
2917.1751,7721,206,8PLAEVHH,5,14.16104417,PSCDTJMH8MC830G0
6990.0134,7721,504,8PLAEVHH,5,13.86907421,PSCDTJMH8MC830G0
4670.1721,7721,332,8PLAEVHH,5,14.06678343,PSCDTJMH8MC830G0
3940.9844,7721,250,8PLAEVHH,5,15.7639376,PSCDTJMH8MC830G0
9311.8836,7721,670,8PLAEVHH,5,13.89833373,PSCDTJMH8MC830G0
9839.8889,7721,706,8PLAEVHH,5,13.93751969,PSCDTJMH8MC830G0
4190.371,7721,284,8PLAEVHH,5,14.75482746,PSCDTJMH8MC830G0
5300.8043,7721,381,8PLAEVHH,5,13.91287218,PSCDTJMH8MC830G0
6027.0575,7721,419,8PLAEVHH,5,14.38438544,PSCDTJMH8MC830G0
1895.5658,7721,134,8PLAEVHH,5,14.14601343,PSCDTJMH8MC830G0
5265.6407,7721,374,8PLAEVHH,5,14.07925321,PSCDTJMH8MC830G0
3336.2853,7721,223,8PLAEVHH,5,14.96092063,PSCDTJMH8MC830G0
2502.6185,7721,175,8PLAEVHH,5,14.30067714,PSCDTJMH8MC830G0
2325.6281,7721,166,8PLAEVHH,5,14.00980783,PSCDTJMH8MC830G0
2026.0535,7721,142,8PLAEVHH,5,14.26798239,PSCDTJMH8MC830G0
961.7459,7721,69,8PLAEVHH,5,13.93834638,PSCDTJMH8MC830G0
3660.5372,7721,256,8PLAEVHH,5,14.29897344,PSCDTJMH8MC830G0
6518.956,7721,444,8PLAEVHH,5,14.68233333,PSCDTJMH8MC830G0
5629.2521,7721,394,8PLAEVHH,5,14.28744188,PSCDTJMH8MC830G0
5612.4107,7721,394,8PLAEVHH,5,14.24469721,PSCDTJMH8MC830G0
8569.4807,7721,583,8PLAEVHH,5,14.69893774,PSCDTJMH8MC830G0
3161.4063,7721,229,8PLAEVHH,5,13.80526769,PSCDTJMH8MC830G0
3090.361,7721,220,8PLAEVHH,5,14.04709545,PSCDTJMH8MC830G0
4411.9399,7721,318,8PLAEVHH,5,13.87402484,PSCDTJMH8MC830G0
6631.7997,7721,478,8PLAEVHH,5,13.87405795,PSCDTJMH8MC830G0
4017.9991,7721,254,8PLAEVHH,5,15.81889409,PSCDTJMH8MC830G0
3956.2165,7721,288,8PLAEVHH,5,13.73686285,PSCDTJMH8MC830G0
6314.6409,7721,433,8PLAEVHH,5,14.58346628,PSCDTJMH8MC830G0
3531.0163,7721,254,8PLAEVHH,5,13.90163898,PSCDTJMH8MC830G0
4147.3381,7721,299,8PLAEVHH,5,13.87069599,PSCDTJMH8MC830G0
4340.3291,7721,270,8PLAEVHH,5,16.07529296,PSCDTJMH8MC830G0
3706.3208,7721,267,8PLAEVHH,5,13.88135131,PSCDTJMH8MC830G0
5509.6928,7721,397,8PLAEVHH,5,13.8783194,PSCDTJMH8MC830G0
12027.5042,7721,674,8PLAEVHH,5,17.84496172,PSCDTJMH8MC830G0
5844.2037,7721,418,8PLAEVHH,5,13.98134856,PSCDTJMH8MC830G0
4268.2097,7721,308,8PLAEVHH,5,13.8578237,PSCDTJMH8MC830G0
11543.551,7721,756,8PLAEVHH,5,15.26924735,PSCDTJMH8MC830G0
6225.4203,7721,448,8PLAEVHH,5,13.89602746,PSCDTJMH8MC830G0
6827.2021,7721,489,8PLAEVHH,5,13.96155849,PSCDTJMH8MC830G0
4307.3526,7721,308,8PLAEVHH,5,13.98491104,PSCDTJMH8MC830G0
356.5895,7721,23,8PLAEVHH,5,15.5038913,PSCDTJMH8MC830G0
5931.098,7721,393,8PLAEVHH,5,15.09185242,PSCDTJMH8MC830G0
7838.6709,7721,453,8PLAYVHH,5,17.30390927,PSCDTJMH8MC830G0
7307.734,7721,539,8PLAYVHH,5,13.55794805,PSCDTJMH8MC830G0
7393.1847,7721,504,8PLAYVHH,5,14.66901726,PSCDTJMH8MC830G0
29.104,7721,2,8GLABVHH,6,14.552,PSCDTJMH8MC830G0
76.32,7721,4,8GLABVHH,6,19.08,PSCDTJMH8MC830G0
211.192,7721,13,8GLABVHH,6,16.24553846,PSCDTJMH8MC830G0
29.2969,7721,2,8GLABVHH,6,14.64845,PSCDTJMH8MC830G0
29.0629,7721,2,8GLABVHH,6,14.53145,PSCDTJMH8MC830G0
85.4517,7721,5,8GLABVHH,6,17.09034,PSCDTJMH8MC830G0
14.6769,7721,1,8GLABVHH,6,14.6769,PSCDTJMH8MC830G0
72.6824,7721,5,8GLABVHH,6,14.53648,PSCDTJMH8MC830G0
72.812,7721,5,8GLABVHH,6,14.5624,PSCDTJMH8MC830G0
59.692,7721,4,8GLABVHH,6,14.923,PSCDTJMH8MC830G0
38.4627,7721,2,8GLABVHH,6,19.23135,PSCDTJMH8MC830G0
14.7203,7721,1,8GLABVHH,6,14.7203,PSCDTJMH8MC830G0
43.55,7721,3,8GLABVHH,6,14.51666667,PSCDTJMH8MC830G0
82.121,7721,5,8GLABVHH,6,16.4242,PSCDTJMH8MC830G0
168.9678,7721,11,8GLABVHH,6,15.36070909,PSCDTJMH8MC830G0
159.0205,7721,11,8GLABVHH,6,14.45640909,PSCDTJMH8MC830G0
45.1183,7721,3,8GLABVHH,6,15.03943333,PSCDTJMH8MC830G0
186.9939,7721,9,8GLABVHH,6,20.7771,PSCDTJMH8MC830G0
261.1373,7721,11,8GLABVHH,6,23.73975455,PSCDTJMH8MC830G0
72.9065,7721,5,8GLABVHH,6,14.5813,PSCDTJMH8MC830G0
140.4348,7721,9,8GLABVHH,6,15.60386667,PSCDTJMH8MC830G0
232.314,7721,15,8GLABVHH,6,15.4876,PSCDTJMH8MC830G0
14.813,7721,1,8GLADVHH,6,14.813,PSCDTJMH8MC830G0
43.6019,7721,3,8GLADVHH,6,14.53396667,PSCDTJMH8MC830G0
29.4298,7721,2,8GLADVHH,6,14.7149,PSCDTJMH8MC830G0
58.3557,7721,4,8GLADVHH,6,14.588925,PSCDTJMH8MC830G0
15.1914,7721,1,8GLADVHH,6,15.1914,PSCDTJMH8MC830G0
78.3034,7721,5,8GLADVHH,6,15.66068,PSCDTJMH8MC830G0
14.7322,7721,1,8GLADVHH,6,14.7322,PSCDTJMH8MC830G0
21.8777,7721,1,8GLADVHH,6,21.8777,PSCDTJMH8MC830G0
14.3365,7721,1,8GLADVHH,6,14.3365,PSCDTJMH8MC830G0
14.4848,7721,1,8GLADVHH,6,14.4848,PSCDTJMH8MC830G0
14.6529,7721,1,8GLADVHH,6,14.6529,PSCDTJMH8MC830G0
29.3042,7721,2,8GLADVHH,6,14.6521,PSCDTJMH8MC830G0
42.9017,7721,3,8GLADVHH,6,14.30056667,PSCDTJMH8MC830G0
28.7493,7721,2,8GLADVHH,6,14.37465,PSCDTJMH8MC830G0
34.5647,7721,1,8GLADVHH,6,34.5647,PSCDTJMH8MC830G0
14.6565,7721,1,8GLADVHH,6,14.6565,PSCDTJMH8MC830G0
29.2174,7721,2,8GLADVHH,6,14.6087,PSCDTJMH8MC830G0
14.6959,7721,1,8GLADVHH,6,14.6959,PSCDTJMH8MC830G0
29.3812,7721,2,8GLADVHH,6,14.6906,PSCDTJMH8MC830G0
14.8564,7721,1,8GLADVHH,6,14.8564,PSCDTJMH8MC830G0
14.6215,7721,1,8GLADVHH,6,14.6215,PSCDTJMH8MC830G0
15.4022,7721,1,8GLADVHH,6,15.4022,PSCDTJMH8MC830G0
14.5534,7721,1,8GLADVHH,6,14.5534,PSCDTJMH8MC830G0
28.939,7721,2,8GLADVHH,6,14.4695,PSCDTJMH8MC830G0
14.4802,7721,1,8GLADVHH,6,14.4802,PSCDTJMH8MC830G0
36.3315,7721,1,8GLADVHH,6,36.3315,PSCDTJMH8MC830G0
14.6006,7721,1,8GLADVHH,6,14.6006,PSCDTJMH8MC830G0
14.3857,7721,1,8GLADVHH,6,14.3857,PSCDTJMH8MC830G0
14.5048,7721,1,8GLADVHH,6,14.5048,PSCDTJMH8MC830G0
23.521,7721,1,8GLADVHH,6,23.521,PSCDTJMH8MC830G0
14.8247,7721,1,8GLADVHH,6,14.8247,PSCDTJMH8MC830G0
43.91,7721,3,8GLADVHH,6,14.63666667,PSCDTJMH8MC830G0
99.9626,7721,5,8GLADVHH,6,19.99252,PSCDTJMH8MC830G0
43.1488,7721,3,8GLADVHH,6,14.38293333,PSCDTJMH8MC830G0
60.2867,7721,2,8GLADVHH,6,30.14335,PSCDTJMH8MC830G0
14.3473,7721,1,8GLADVHH,6,14.3473,PSCDTJMH8MC830G0
71.7096,7721,5,8GLADVHH,6,14.34192,PSCDTJMH8MC830G0
14.9354,7721,1,8GLADVHH,6,14.9354,PSCDTJMH8MC830G0
45.1764,7721,3,8GLADVHH,6,15.0588,PSCDTJMH8MC830G0
56.5459,7721,3,8GLADVHH,6,18.84863333,PSCDTJMH8MC830G0
14.1555,7721,1,8GLADVHH,6,14.1555,PSCDTJMH8MC830G0
43.1768,7721,3,8GLADVHH,6,14.39226667,PSCDTJMH8MC830G0
46.9265,7721,3,8GLADVHH,6,15.64216667,PSCDTJMH8MC830G0
72.5015,7721,5,8GLADVHH,6,14.5003,PSCDTJMH8MC830G0
43.1757,7721,3,8GLADVHH,6,14.3919,PSCDTJMH8MC830G0
35.6226,7721,2,8GLADVHH,6,17.8113,PSCDTJMH8MC830G0
39.615,7721,1,8GLADVHH,6,39.615,PSCDTJMH8MC830G0
42.9988,7721,3,8GLADVHH,6,14.33293333,PSCDTJMH8MC830G0
43.073,7721,3,8GLADVHH,6,14.35766667,PSCDTJMH8MC830G0
14.3404,7721,1,8GLADVHH,6,14.3404,PSCDTJMH8MC830G0
32.1083,7721,1,8GLADVHH,6,32.1083,PSCDTJMH8MC830G0
29.25,7721,2,8GLADVHH,6,14.625,PSCDTJMH8MC830G0
29.0722,7721,2,8GLADVHH,6,14.5361,PSCDTJMH8MC830G0
14.3856,7721,1,8GLADVHH,6,14.3856,PSCDTJMH8MC830G0
14.4063,7721,1,8GLADVHH,6,14.4063,PSCDTJMH8MC830G0
14.6446,7721,1,8GLADVHH,6,14.6446,PSCDTJMH8MC830G0
29.1966,7721,2,8GLADVHH,6,14.5983,PSCDTJMH8MC830G0
15.4057,7721,1,8GLADVHH,6,15.4057,PSCDTJMH8MC830G0
29.9308,7721,2,8GLADVHH,6,14.9654,PSCDTJMH8MC830G0
77.1939,7721,4,8GLADVHH,6,19.298475,PSCDTJMH8MC830G0
57.8539,7721,4,8GLADVHH,6,14.463475,PSCDTJMH8MC830G0
14.8091,7721,1,8GLADVHH,6,14.8091,PSCDTJMH8MC830G0
46.7672,7721,3,8GLADVHH,6,15.58906667,PSCDTJMH8MC830G0
44.281,7721,3,8GLADVHH,6,14.76033333,PSCDTJMH8MC830G0
14.5213,7721,1,8GLADVHH,6,14.5213,PSCDTJMH8MC830G0
116.2571,7721,6,8GLADVHH,6,19.37618333,PSCDTJMH8MC830G0
43.9734,7721,3,8GLADVHH,6,14.6578,PSCDTJMH8MC830G0
47.6909,7721,3,8GLADVHH,6,15.89696667,PSCDTJMH8MC830G0
29.5228,7721,2,8GLADVHH,6,14.7614,PSCDTJMH8MC830G0
15.523,7721,1,8GLADVHH,6,15.523,PSCDTJMH8MC830G0
29.5833,7721,1,8GLADVHH,6,29.5833,PSCDTJMH8MC830G0
68.8562,7721,4,8GLADVHH,6,17.21405,PSCDTJMH8MC830G0
