TT_SUM,OPERATION,QUANTITY,PART,IB,TT_AVG,PROGRAM
8202.8241,7721,720,8PARFVHH,4,11.39281125,PSCDTJMH8MC830G0,
4521.8789,7721,396,8PARFVHH,4,11.418886111111111111111111,PSCDTJMH8MC830G0,
7361.7871,7721,646,8PARFVHH,4,11.395955263157894736842105,PSCDTJMH8MC830G0,
11775.4628,7721,1036,8PARFVHH,4,11.366276833976833976833977,PSCDTJMH8MC830G0,
9802.9224,7721,747,8PARFVHH,4,13.123055421686746987951807,PSCDTJMH8MC830G0,
6157.5519,7721,531,8PARFVHH,4,11.596142937853107344632768,PSCDTJMH8MC830G0,
8338.027,7721,732,8PARFVHH,4,11.390747267759562841530055,PSCDTJMH8MC830G0,
9295.0811,7721,818,8PARFVHH,4,11.363179828850855745721271,PSCDTJMH8MC830G0,
13276.2996,7721,1164,8PARFVHH,4,11.405755670103092783505155,PSCDTJMH8MC830G0,
13563.692,7721,1192,8PARFVHH,4,11.378936241610738255033557,PSCDTJMH8MC830G0,
10035.878,7721,884,8PARFVHH,4,11.352803167420814479638009,PSCDTJMH8MC830G0,
14477.4163,7721,1068,8PARFVHH,4,13.555633239700374531835206,PSCDTJMH8MC830G0,
7072.7148,7721,628,8PARFVHH,4,11.262284713375796178343949,PSCDTJMH8MC830G0,
6429.2929,7721,559,8PARFVHH,4,11.501418425760286225402504,PSCDTJMH8MC830G0,
3400.1511,7721,300,8PARFVHH,4,11.333837,PSCDTJMH8MC830G0,
6733.7793,7721,586,8PARFVHH,4,11.491090955631399317406143,PSCDTJMH8MC830G0,
12308.4921,7721,1089,8PARFVHH,4,11.302563911845730027548209,PSCDTJMH8MC830G0,
8794.6215,7721,743,8PARFVHH,4,11.836637281292059219380888,PSCDTJMH8MC830G0,
9569.6301,7721,840,8PARFVHH,4,11.392416785714285714285714,PSCDTJMH8MC830G0,
11290.5443,7721,991,8PARFVHH,4,11.39308203834510595358224,PSCDTJMH8MC830G0,
6136.5043,7721,544,8PARFVHH,4,11.280338786764705882352941,PSCDTJMH8MC830G0,
6069.9759,7721,538,8PARFVHH,4,11.28248308550185873605948,PSCDTJMH8MC830G0,
3095.0703,7721,275,8PARFVHH,4,11.254801090909090909090909,PSCDTJMH8MC830G0,
11266.4045,7721,991,8PARFVHH,4,11.368723007063572149344097,PSCDTJMH8MC830G0,
8515.7392,7721,744,8PARFVHH,4,11.445886021505376344086022,PSCDTJMH8MC830G0,
1840.6202,7721,155,8GARFVHH,5,11.874969032258064516129032,PSCDTJMH8MC830G0,
1941.3784,7721,164,8GARFVHH,5,11.837673170731707317073171,PSCDTJMH8MC830G0,
731.72,7721,63,8GARFVHH,5,11.614603174603174603174603,PSCDTJMH8MC830G0,
2020.8787,7721,169,8GARFVHH,5,11.957862130177514792899408,PSCDTJMH8MC830G0,
11.6257,7721,1,8PARDVHH,5,11.6257,PSCDTJMH8MC830G0,
23.5364,7721,2,8PARDVHH,5,11.7682,PSCDTJMH8MC830G0,
11.9478,7721,1,8PARDVHH,5,11.9478,PSCDTJMH8MC830G0,
11.6387,7721,1,8PAREVHH,5,11.6387,PSCDTJMH8MC830G0,
34.8854,7721,3,8PAREVHH,5,11.628466666666666666666667,PSCDTJMH8MC830G0,
46.3137,7721,3,8PAREVHH,5,15.4379,PSCDTJMH8MC830G0,
11.7483,7721,1,8PAREVHH,5,11.7483,PSCDTJMH8MC830G0,
25.0357,7721,1,8PAREVHH,5,25.0357,PSCDTJMH8MC830G0,
11.8741,7721,1,8PAREVHH,5,11.8741,PSCDTJMH8MC830G0,
11.6762,7721,1,8PAREVHH,5,11.6762,PSCDTJMH8MC830G0,
34.9768,7721,3,8PAREVHH,5,11.658933333333333333333333,PSCDTJMH8MC830G0,
11.6443,7721,1,8PAREVHH,5,11.6443,PSCDTJMH8MC830G0,
23.57,7721,2,8PAREVHH,5,11.785,PSCDTJMH8MC830G0,
11.7987,7721,1,8PAREVHH,5,11.7987,PSCDTJMH8MC830G0,
23.7568,7721,2,8PAREVHH,5,11.8784,PSCDTJMH8MC830G0,
24.6177,7721,2,8PAREVHH,5,12.30885,PSCDTJMH8MC830G0,
11.6697,7721,1,8PAREVHH,5,11.6697,PSCDTJMH8MC830G0,
11.828,7721,1,8PAREVHH,5,11.828,PSCDTJMH8MC830G0,
23.4816,7721,2,8PAREVHH,5,11.7408,PSCDTJMH8MC830G0,
11.7892,7721,1,8PAREVHH,5,11.7892,PSCDTJMH8MC830G0,
11.7694,7721,1,8PAREVHH,5,11.7694,PSCDTJMH8MC830G0,
11.8205,7721,1,8PAREVHH,5,11.8205,PSCDTJMH8MC830G0,
11.5945,7721,1,8PAREVHH,5,11.5945,PSCDTJMH8MC830G0,
23.4976,7721,2,8PAREVHH,5,11.7488,PSCDTJMH8MC830G0,
13.6981,7721,1,8PAREVHH,5,13.6981,PSCDTJMH8MC830G0,
11.5992,7721,1,8PAREVHH,5,11.5992,PSCDTJMH8MC830G0,
11.6563,7721,1,8PAREVHH,5,11.6563,PSCDTJMH8MC830G0,
23.3258,7721,2,8PAREVHH,5,11.6629,PSCDTJMH8MC830G0,
11.5526,7721,1,8PAREVHH,5,11.5526,PSCDTJMH8MC830G0,
11.5859,7721,1,8PAREVHH,5,11.5859,PSCDTJMH8MC830G0,
34.599,7721,3,8PAREVHH,5,11.533,PSCDTJMH8MC830G0,
11.9335,7721,1,8PAREVHH,5,11.9335,PSCDTJMH8MC830G0,
23.2727,7721,2,8PAREVHH,5,11.63635,PSCDTJMH8MC830G0,
23.2484,7721,2,8PAREVHH,5,11.6242,PSCDTJMH8MC830G0,
11.6386,7721,1,8PAREVHH,5,11.6386,PSCDTJMH8MC830G0,
11.6861,7721,1,8PAREVHH,5,11.6861,PSCDTJMH8MC830G0,
12.1101,7721,1,8PAREVHH,5,12.1101,PSCDTJMH8MC830G0,
11.6127,7721,1,8PAREVHH,5,11.6127,PSCDTJMH8MC830G0,
23.3228,7721,2,8PAREVHH,5,11.6614,PSCDTJMH8MC830G0,
11.8001,7721,1,8PAREVHH,5,11.8001,PSCDTJMH8MC830G0,
23.0181,7721,2,8PAREVHH,5,11.50905,PSCDTJMH8MC830G0,
11.8562,7721,1,8PAREVHH,5,11.8562,PSCDTJMH8MC830G0,
34.93,7721,3,8PAREVHH,5,11.643333333333333333333333,PSCDTJMH8MC830G0,
11.7047,7721,1,8PAREVHH,5,11.7047,PSCDTJMH8MC830G0,
11.6461,7721,1,8PAREVHH,5,11.6461,PSCDTJMH8MC830G0,
11.566,7721,1,8PAREVHH,5,11.566,PSCDTJMH8MC830G0,
11.6826,7721,1,8PAREVHH,5,11.6826,PSCDTJMH8MC830G0,
11.8034,7721,1,8PAREVHH,5,11.8034,PSCDTJMH8MC830G0,
12.3064,7721,1,8PAREVHH,5,12.3064,PSCDTJMH8MC830G0,
23.1256,7721,2,8PAREVHH,5,11.5628,PSCDTJMH8MC830G0,
35.0524,7721,3,8PAREVHH,5,11.684133333333333333333333,PSCDTJMH8MC830G0,
11.5225,7721,1,8PAREVHH,5,11.5225,PSCDTJMH8MC830G0,
23.5327,7721,2,8PAREVHH,5,11.76635,PSCDTJMH8MC830G0,
11.6854,7721,1,8PAREVHH,5,11.6854,PSCDTJMH8MC830G0,
11.6292,7721,1,8PAREVHH,5,11.6292,PSCDTJMH8MC830G0,
11.7434,7721,1,8PAREVHH,5,11.7434,PSCDTJMH8MC830G0,
11.7886,7721,1,8PAREVHH,5,11.7886,PSCDTJMH8MC830G0,
11.3428,7721,1,8PAREVHH,5,11.3428,PSCDTJMH8MC830G0,
23.1265,7721,2,8PAREVHH,5,11.56325,PSCDTJMH8MC830G0,
12.1154,7721,1,8PAREVHH,5,12.1154,PSCDTJMH8MC830G0,
11.6113,7721,1,8PAREVHH,5,11.6113,PSCDTJMH8MC830G0,
11.4569,7721,1,8PAREVHH,5,11.4569,PSCDTJMH8MC830G0,
11.659,7721,1,8PAREVHH,5,11.659,PSCDTJMH8MC830G0,
23.0594,7721,2,8PAREVHH,5,11.5297,PSCDTJMH8MC830G0,
46.2328,7721,4,8PAREVHH,5,11.5582,PSCDTJMH8MC830G0,
11.8932,7721,1,8PAREVHH,5,11.8932,PSCDTJMH8MC830G0,
11.3556,7721,1,8PAREVHH,5,11.3556,PSCDTJMH8MC830G0,
69.9828,7721,6,8PAREVHH,5,11.6638,PSCDTJMH8MC830G0,
12.8457,7721,1,8PAREVHH,5,12.8457,PSCDTJMH8MC830G0,
13.0518,7721,1,8PAREVHH,5,13.0518,PSCDTJMH8MC830G0,
11.4124,7721,1,8PAREVHH,5,11.4124,PSCDTJMH8MC830G0,
47.7264,7721,4,8PARFVHH,5,11.9316,PSCDTJMH8MC830G0,
1803.4851,7721,155,8PARFVHH,5,11.635387741935483870967742,PSCDTJMH8MC830G0,
621.2804,7721,53,8PARFVHH,5,11.722271698113207547169811,PSCDTJMH8MC830G0,
472.4317,7721,39,8PARFVHH,5,12.113633333333333333333333,PSCDTJMH8MC830G0,
940.5981,7721,78,8PARFVHH,5,12.05895,PSCDTJMH8MC830G0,
979.5628,7721,81,8PARFVHH,5,12.093367901234567901234568,PSCDTJMH8MC830G0,
1187.8371,7721,101,8PARFVHH,5,11.760763366336633663366337,PSCDTJMH8MC830G0,
1199.3262,7721,100,8PARFVHH,5,11.993262,PSCDTJMH8MC830G0,
1809.2585,7721,151,8PARFVHH,5,11.981844370860927152317881,PSCDTJMH8MC830G0,
1087.8556,7721,90,8PARFVHH,5,12.087284444444444444444444,PSCDTJMH8MC830G0,
1072.6171,7721,91,8PARFVHH,5,11.787001098901098901098901,PSCDTJMH8MC830G0,
1501.2701,7721,126,8PARFVHH,5,11.914842063492063492063492,PSCDTJMH8MC830G0,
1924.3635,7721,161,8PARFVHH,5,11.952568322981366459627329,PSCDTJMH8MC830G0,
789.536,7721,67,8PARFVHH,5,11.784119402985074626865672,PSCDTJMH8MC830G0,
2087.8108,7721,175,8PARFVHH,5,11.930347428571428571428571,PSCDTJMH8MC830G0,
1544.4112,7721,128,8PARFVHH,5,12.0657125,PSCDTJMH8MC830G0,
1677.166,7721,141,8PARFVHH,5,11.89479432624113475177305,PSCDTJMH8MC830G0,
1804.8974,7721,148,8PARFVHH,5,12.195252702702702702702703,PSCDTJMH8MC830G0,
1351.9382,7721,112,8PARFVHH,5,12.070876785714285714285714,PSCDTJMH8MC830G0,
2211.982,7721,183,8PARFVHH,5,12.087333333333333333333333,PSCDTJMH8MC830G0,
2190.6588,7721,182,8PARFVHH,5,12.036586813186813186813187,PSCDTJMH8MC830G0,
1599.1185,7721,135,8PARFVHH,5,11.845322222222222222222222,PSCDTJMH8MC830G0,
1631.9318,7721,138,8PARFVHH,5,11.825592753623188405797101,PSCDTJMH8MC830G0,
1652.4016,7721,140,8PARFVHH,5,11.802868571428571428571429,PSCDTJMH8MC830G0,
1588.8636,7721,134,8PARFVHH,5,11.857191044776119402985075,PSCDTJMH8MC830G0,
1421.128,7721,120,8PARFVHH,5,11.842733333333333333333333,PSCDTJMH8MC830G0,
490.5391,7721,42,8PARFVHH,5,11.679502380952380952380952,PSCDTJMH8MC830G0,
413.2865,7721,35,8PARFVHH,5,11.808185714285714285714286,PSCDTJMH8MC830G0,
834.8006,7721,68,8PARFVHH,5,12.276479411764705882352941,PSCDTJMH8MC830G0,
894.8587,7721,75,8PARFVHH,5,11.931449333333333333333333,PSCDTJMH8MC830G0,
589.2037,7721,49,8PARFVHH,5,12.024565306122448979591837,PSCDTJMH8MC830G0,
924.4341,7721,78,8PARFVHH,5,11.851719230769230769230769,PSCDTJMH8MC830G0,
870.9093,7721,70,8PARFVHH,5,12.441561428571428571428571,PSCDTJMH8MC830G0,
468.7962,7721,39,8PARFVHH,5,12.020415384615384615384615,PSCDTJMH8MC830G0,
457.3413,7721,39,8PARFVHH,5,11.7267,PSCDTJMH8MC830G0,
773.8871,7721,66,8PARFVHH,5,11.725562121212121212121212,PSCDTJMH8MC830G0,
624.3687,7721,53,8PARFVHH,5,11.780541509433962264150943,PSCDTJMH8MC830G0,
1434.8836,7721,118,8PARFVHH,5,12.160030508474576271186441,PSCDTJMH8MC830G0,
516.6077,7721,44,8PARFVHH,5,11.741084090909090909090909,PSCDTJMH8MC830G0,
885.0053,7721,73,8PARFVHH,5,12.123360273972602739726027,PSCDTJMH8MC830G0,
543.8075,7721,45,8PARFVHH,5,12.084611111111111111111111,PSCDTJMH8MC830G0,
1181.5676,7721,99,8PARFVHH,5,11.935026262626262626262626,PSCDTJMH8MC830G0,
1370.7171,7721,115,8PARFVHH,5,11.919279130434782608695652,PSCDTJMH8MC830G0,
1812.2559,7721,141,8PARFVHH,5,12.852878723404255319148936,PSCDTJMH8MC830G0,
902.1778,7721,73,8PARFVHH,5,12.3586,PSCDTJMH8MC830G0,
312.3516,7721,25,8PARFVHH,5,12.494064,PSCDTJMH8MC830G0,
600.6649,7721,51,8PARFVHH,5,11.777743137254901960784314,PSCDTJMH8MC830G0,
657.3474,7721,55,8PARFVHH,5,11.951770909090909090909091,PSCDTJMH8MC830G0,
520.0862,7721,44,8PARFVHH,5,11.820140909090909090909091,PSCDTJMH8MC830G0,
553.1764,7721,47,8PARFVHH,5,11.769710638297872340425532,PSCDTJMH8MC830G0,
1134.223,7721,95,8PARFVHH,5,11.939189473684210526315789,PSCDTJMH8MC830G0,
2080.8955,7721,155,8PARFVHH,5,13.425132258064516129032258,PSCDTJMH8MC830G0,
1106.5377,7721,90,8PARFVHH,5,12.294863333333333333333333,PSCDTJMH8MC830G0,
1584.3892,7721,131,8PARFVHH,5,12.094574045801526717557252,PSCDTJMH8MC830G0,
1692.0549,7721,144,8PARFVHH,5,11.75038125,PSCDTJMH8MC830G0,
2388.5943,7721,199,8PARFVHH,5,12.002986432160804020100503,PSCDTJMH8MC830G0,
2248.5481,7721,189,8PARFVHH,5,11.89707989417989417989418,PSCDTJMH8MC830G0,
714.7749,7721,61,8PARFVHH,5,11.717621311475409836065574,PSCDTJMH8MC830G0,
2419.3237,7721,169,8PARFVHH,5,14.315524852071005917159763,PSCDTJMH8MC830G0,
635.0634,7721,52,8PARFVHH,5,12.212757692307692307692308,PSCDTJMH8MC830G0,
380.7632,7721,31,8PARFVHH,5,12.282683870967741935483871,PSCDTJMH8MC830G0,
648.3179,7721,54,8PARFVHH,5,12.005887037037037037037037,PSCDTJMH8MC830G0,
574.0849,7721,48,8PARFVHH,5,11.960102083333333333333333,PSCDTJMH8MC830G0,
743.4099,7721,61,8PARFVHH,5,12.187047540983606557377049,PSCDTJMH8MC830G0,
850.4199,7721,66,8PARFVHH,5,12.88515,PSCDTJMH8MC830G0,
887.6896,7721,72,8PARFVHH,5,12.329022222222222222222222,PSCDTJMH8MC830G0,
1050.9131,7721,88,8PARFVHH,5,11.942194318181818181818182,PSCDTJMH8MC830G0,
447.672,7721,37,8PARFVHH,5,12.099243243243243243243243,PSCDTJMH8MC830G0,
508.1826,7721,42,8PARFVHH,5,12.099585714285714285714286,PSCDTJMH8MC830G0,
622.9899,7721,51,8PARFVHH,5,12.215488235294117647058824,PSCDTJMH8MC830G0,
1156.0624,7721,94,8PARFVHH,5,12.298536170212765957446809,PSCDTJMH8MC830G0,
1486.122,7721,124,8PARFVHH,5,11.984854838709677419354839,PSCDTJMH8MC830G0,
449.2871,7721,36,8GARFVHH,6,12.480197222222222222222222,PSCDTJMH8MC830G0,
410.9637,7721,34,8GARFVHH,6,12.087167647058823529411765,PSCDTJMH8MC830G0,
302.1402,7721,25,8GARFVHH,6,12.085608,PSCDTJMH8MC830G0,
589.8671,7721,47,8GARFVHH,6,12.550363829787234042553191,PSCDTJMH8MC830G0,
12.2421,7721,1,8PARDVHH,6,12.2421,PSCDTJMH8MC830G0,
12.4745,7721,1,8PAREVHH,6,12.4745,PSCDTJMH8MC830G0,
11.7221,7721,1,8PAREVHH,6,11.7221,PSCDTJMH8MC830G0,
56.9489,7721,4,8PAREVHH,6,14.237225,PSCDTJMH8MC830G0,
12.0456,7721,1,8PAREVHH,6,12.0456,PSCDTJMH8MC830G0,
25.3495,7721,1,8PAREVHH,6,25.3495,PSCDTJMH8MC830G0,
36.7906,7721,2,8PAREVHH,6,18.3953,PSCDTJMH8MC830G0,
12.2548,7721,1,8PAREVHH,6,12.2548,PSCDTJMH8MC830G0,
11.88,7721,1,8PAREVHH,6,11.88,PSCDTJMH8MC830G0,
12.2734,7721,1,8PAREVHH,6,12.2734,PSCDTJMH8MC830G0,
15.5668,7721,1,8PAREVHH,6,15.5668,PSCDTJMH8MC830G0,
12.2231,7721,1,8PAREVHH,6,12.2231,PSCDTJMH8MC830G0,
11.7988,7721,1,8PAREVHH,6,11.7988,PSCDTJMH8MC830G0,
11.7763,7721,1,8PAREVHH,6,11.7763,PSCDTJMH8MC830G0,
12.375,7721,1,8PAREVHH,6,12.375,PSCDTJMH8MC830G0,
11.5155,7721,1,8PAREVHH,6,11.5155,PSCDTJMH8MC830G0,
12.1342,7721,1,8PAREVHH,6,12.1342,PSCDTJMH8MC830G0,
12.1801,7721,1,8PAREVHH,6,12.1801,PSCDTJMH8MC830G0,
12.5965,7721,1,8PAREVHH,6,12.5965,PSCDTJMH8MC830G0,
36.5924,7721,3,8PAREVHH,6,12.197466666666666666666667,PSCDTJMH8MC830G0,
12.5466,7721,1,8PAREVHH,6,12.5466,PSCDTJMH8MC830G0,
24.2049,7721,2,8PAREVHH,6,12.10245,PSCDTJMH8MC830G0,
11.8767,7721,1,8PAREVHH,6,11.8767,PSCDTJMH8MC830G0,
12.0032,7721,1,8PAREVHH,6,12.0032,PSCDTJMH8MC830G0,
11.9724,7721,1,8PAREVHH,6,11.9724,PSCDTJMH8MC830G0,
11.8934,7721,1,8PAREVHH,6,11.8934,PSCDTJMH8MC830G0,
12.1895,7721,1,8PAREVHH,6,12.1895,PSCDTJMH8MC830G0,
12.2771,7721,1,8PAREVHH,6,12.2771,PSCDTJMH8MC830G0,
11.9618,7721,1,8PAREVHH,6,11.9618,PSCDTJMH8MC830G0,
12.2747,7721,1,8PAREVHH,6,12.2747,PSCDTJMH8MC830G0,
12.1742,7721,1,8PAREVHH,6,12.1742,PSCDTJMH8MC830G0,
11.9139,7721,1,8PAREVHH,6,11.9139,PSCDTJMH8MC830G0,
11.9466,7721,1,8PAREVHH,6,11.9466,PSCDTJMH8MC830G0,
12.5318,7721,1,8PAREVHH,6,12.5318,PSCDTJMH8MC830G0,
35.667,7721,3,8PAREVHH,6,11.889,PSCDTJMH8MC830G0,
11.8375,7721,1,8PAREVHH,6,11.8375,PSCDTJMH8MC830G0,
14.2437,7721,1,8PAREVHH,6,14.2437,PSCDTJMH8MC830G0,
271.0446,7721,21,8PARFVHH,6,12.906885714285714285714286,PSCDTJMH8MC830G0,
109.7227,7721,9,8PARFVHH,6,12.191411111111111111111111,PSCDTJMH8MC830G0,
98.0357,7721,8,8PARFVHH,6,12.2544625,PSCDTJMH8MC830G0,
301.0225,7721,25,8PARFVHH,6,12.0409,PSCDTJMH8MC830G0,
171.7555,7721,14,8PARFVHH,6,12.26825,PSCDTJMH8MC830G0,
266.4811,7721,22,8PARFVHH,6,12.112777272727272727272727,PSCDTJMH8MC830G0,
208.6981,7721,17,8PARFVHH,6,12.276358823529411764705882,PSCDTJMH8MC830G0,
394.1562,7721,31,8PARFVHH,6,12.714716129032258064516129,PSCDTJMH8MC830G0,
207.9505,7721,17,8PARFVHH,6,12.232382352941176470588235,PSCDTJMH8MC830G0,
207.6401,7721,17,8PARFVHH,6,12.214123529411764705882353,PSCDTJMH8MC830G0,
268.1098,7721,22,8PARFVHH,6,12.186809090909090909090909,PSCDTJMH8MC830G0,
354.4241,7721,28,8PARFVHH,6,12.658003571428571428571429,PSCDTJMH8MC830G0,
388.8789,7721,32,8PARFVHH,6,12.152465625,PSCDTJMH8MC830G0,
535.4299,7721,44,8PARFVHH,6,12.168861363636363636363636,PSCDTJMH8MC830G0,
567.8196,7721,45,8PARFVHH,6,12.618213333333333333333333,PSCDTJMH8MC830G0,
672.4308,7721,54,8PARFVHH,6,12.452422222222222222222222,PSCDTJMH8MC830G0,
688.7127,7721,53,8PARFVHH,6,12.994579245283018867924528,PSCDTJMH8MC830G0,
475.3276,7721,39,8PARFVHH,6,12.187887179487179487179487,PSCDTJMH8MC830G0,
516.3044,7721,40,8PARFVHH,6,12.90761,PSCDTJMH8MC830G0,
689.3799,7721,54,8PARFVHH,6,12.766294444444444444444444,PSCDTJMH8MC830G0,
362.9296,7721,30,8PARFVHH,6,12.097653333333333333333333,PSCDTJMH8MC830G0,
339.8398,7721,28,8PARFVHH,6,12.137135714285714285714286,PSCDTJMH8MC830G0,
497.2552,7721,41,8PARFVHH,6,12.12817560975609756097561,PSCDTJMH8MC830G0,
390.0244,7721,32,8PARFVHH,6,12.1882625,PSCDTJMH8MC830G0,
465.141,7721,36,8PARFVHH,6,12.920583333333333333333333,PSCDTJMH8MC830G0,
155.9292,7721,13,8PARFVHH,6,11.994553846153846153846154,PSCDTJMH8MC830G0,
61.768,7721,5,8PARFVHH,6,12.3536,PSCDTJMH8MC830G0,
85.2582,7721,7,8PARFVHH,6,12.179742857142857142857143,PSCDTJMH8MC830G0,
158.3639,7721,13,8PARFVHH,6,12.181838461538461538461538,PSCDTJMH8MC830G0,
134.2914,7721,11,8PARFVHH,6,12.208309090909090909090909,PSCDTJMH8MC830G0,
248.6473,7721,20,8PARFVHH,6,12.432365,PSCDTJMH8MC830G0,
140.2938,7721,11,8PARFVHH,6,12.753981818181818181818182,PSCDTJMH8MC830G0,
171.415,7721,12,8PARFVHH,6,14.284583333333333333333333,PSCDTJMH8MC830G0,
147.1357,7721,11,8PARFVHH,6,13.375972727272727272727273,PSCDTJMH8MC830G0,
280.6393,7721,23,8PARFVHH,6,12.201708695652173913043478,PSCDTJMH8MC830G0,
12.8823,7721,1,8PARFVHH,6,12.8823,PSCDTJMH8MC830G0,
277.7571,7721,23,8PARFVHH,6,12.076395652173913043478261,PSCDTJMH8MC830G0,
157.4187,7721,13,8PARFVHH,6,12.109130769230769230769231,PSCDTJMH8MC830G0,
110.888,7721,9,8PARFVHH,6,12.320888888888888888888889,PSCDTJMH8MC830G0,
109.4618,7721,9,8PARFVHH,6,12.162422222222222222222222,PSCDTJMH8MC830G0,
244.2127,7721,20,8PARFVHH,6,12.210635,PSCDTJMH8MC830G0,
294.0334,7721,24,8PARFVHH,6,12.251391666666666666666667,PSCDTJMH8MC830G0,
241.9006,7721,20,8PARFVHH,6,12.09503,PSCDTJMH8MC830G0,
171.9692,7721,14,8PARFVHH,6,12.283514285714285714285714,PSCDTJMH8MC830G0,
60.3816,7721,5,8PARFVHH,6,12.07632,PSCDTJMH8MC830G0,
97.2574,7721,8,8PARFVHH,6,12.157175,PSCDTJMH8MC830G0,
132.4216,7721,11,8PARFVHH,6,12.038327272727272727272727,PSCDTJMH8MC830G0,
310.5689,7721,24,8PARFVHH,6,12.940370833333333333333333,PSCDTJMH8MC830G0,
169.381,7721,14,8PARFVHH,6,12.098642857142857142857143,PSCDTJMH8MC830G0,
368.7764,7721,29,8PARFVHH,6,12.716427586206896551724138,PSCDTJMH8MC830G0,
494.9533,7721,37,8PARFVHH,6,13.377116216216216216216216,PSCDTJMH8MC830G0,
282.8272,7721,22,8PARFVHH,6,12.855781818181818181818182,PSCDTJMH8MC830G0,
373.5672,7721,27,8PARFVHH,6,13.835822222222222222222222,PSCDTJMH8MC830G0,
376.3655,7721,30,8PARFVHH,6,12.545516666666666666666667,PSCDTJMH8MC830G0,
524.754,7721,43,8PARFVHH,6,12.203581395348837209302326,PSCDTJMH8MC830G0,
504.8714,7721,40,8PARFVHH,6,12.621785,PSCDTJMH8MC830G0,
171.6648,7721,13,8PARFVHH,6,13.204984615384615384615385,PSCDTJMH8MC830G0,
751.8523,7721,51,8PARFVHH,6,14.742201960784313725490196,PSCDTJMH8MC830G0,
228.8623,7721,19,8PARFVHH,6,12.045384210526315789473684,PSCDTJMH8MC830G0,
109.0411,7721,9,8PARFVHH,6,12.115677777777777777777778,PSCDTJMH8MC830G0,
193.2393,7721,16,8PARFVHH,6,12.07745625,PSCDTJMH8MC830G0,
152.4945,7721,11,8PARFVHH,6,13.863136363636363636363636,PSCDTJMH8MC830G0,
195.5974,7721,15,8PARFVHH,6,13.039826666666666666666667,PSCDTJMH8MC830G0,
197.1505,7721,16,8PARFVHH,6,12.32190625,PSCDTJMH8MC830G0,
121.1679,7721,10,8PARFVHH,6,12.11679,PSCDTJMH8MC830G0,
172.9118,7721,13,8PARFVHH,6,13.300907692307692307692308,PSCDTJMH8MC830G0,
134.6087,7721,11,8PARFVHH,6,12.237154545454545454545455,PSCDTJMH8MC830G0,
108.9261,7721,9,8PARFVHH,6,12.1029,PSCDTJMH8MC830G0,
183.0732,7721,14,8PARFVHH,6,13.076657142857142857142857,PSCDTJMH8MC830G0,
254.5475,7721,21,8PARFVHH,6,12.12130952380952380952381,PSCDTJMH8MC830G0,
210.9404,7721,17,8PARFVHH,6,12.408258823529411764705882,PSCDTJMH8MC830G0,
80.5042,7721,8,8PAREVHH,1,10.063025,PSCDTJMH8MC830G1,
21.2483,7721,2,8PAREVHH,1,10.62415,PSCDTJMH8MC830G1,
111.3172,7721,11,8PAREVHH,1,10.119745454545454545454545,PSCDTJMH8MC830G1,
112.1038,7721,11,8PAREVHH,1,10.191254545454545454545455,PSCDTJMH8MC830G1,
121.8427,7721,12,8PAREVHH,1,10.153558333333333333333333,PSCDTJMH8MC830G1,
10.2231,7721,1,8PAREVHH,1,10.2231,PSCDTJMH8MC830G1,
251.6625,7721,25,8PAREVHH,1,10.0665,PSCDTJMH8MC830G1,
71.2653,7721,7,8PAREVHH,1,10.180757142857142857142857,PSCDTJMH8MC830G1,
10.0947,7721,1,8PAREVHH,1,10.0947,PSCDTJMH8MC830G1,
20.2686,7721,2,8PAREVHH,1,10.1343,PSCDTJMH8MC830G1,
23.7831,7721,2,8PAREVHH,1,11.89155,PSCDTJMH8MC830G1,
71.0223,7721,7,8PAREVHH,1,10.146042857142857142857143,PSCDTJMH8MC830G1,
90.4304,7721,9,8PAREVHH,1,10.047822222222222222222222,PSCDTJMH8MC830G1,
67.0024,7721,5,8PAREVHH,1,13.40048,PSCDTJMH8MC830G1,
300.2298,7721,30,8PAREVHH,1,10.00766,PSCDTJMH8MC830G1,
10.5874,7721,1,8PAREVHH,1,10.5874,PSCDTJMH8MC830G1,
30.2391,7721,3,8PAREVHH,1,10.0797,PSCDTJMH8MC830G1,
40.6112,7721,4,8PAREVHH,1,10.1528,PSCDTJMH8MC830G1,
10.1666,7721,1,8PAREVHH,1,10.1666,PSCDTJMH8MC830G1,
100.7004,7721,10,8PAREVHH,1,10.07004,PSCDTJMH8MC830G1,
121.1322,7721,12,8PAREVHH,1,10.09435,PSCDTJMH8MC830G1,
51.656,7721,5,8PAREVHH,1,10.3312,PSCDTJMH8MC830G1,
20.4534,7721,2,8PAREVHH,1,10.2267,PSCDTJMH8MC830G1,
120.4581,7721,12,8PAREVHH,1,10.038175,PSCDTJMH8MC830G1,
10.2174,7721,1,8PAREVHH,1,10.2174,PSCDTJMH8MC830G1,
124.5174,7721,12,8PAREVHH,1,10.37645,PSCDTJMH8MC830G1,
1115.7222,7721,109,8PAREVHH,1,10.235983486238532110091743,PSCDTJMH8MC830G1,
1037.6682,7721,100,8PAREVHH,1,10.376682,PSCDTJMH8MC830G1,
20.4003,7721,2,8PAREVHH,1,10.20015,PSCDTJMH8MC830G1,
98.936,7721,9,8PAREVHH,1,10.992888888888888888888889,PSCDTJMH8MC830G1,
321.7544,7721,32,8PAREVHH,1,10.054825,PSCDTJMH8MC830G1,
211.9187,7721,21,8PAREVHH,1,10.091366666666666666666667,PSCDTJMH8MC830G1,
