sicc_AVID_ref_0110c_nom1401400_0201_max,sicc_AVID_ref_0110c_nom1401400_0201_min,sicc_AVID_ref_0110c_nom1401400_0201_avg,sicc_AVID_ref_0110c_nom1401400_0201_med,dicc_AVID1_ref_0118c_nom1041867_0301_max,dicc_AVID1_ref_0118c_nom1041867_0301_min,dicc_AVID1_ref_0118c_nom1041867_0301_avg,dicc_AVID1_ref_0118c_nom1041867_0301_med,dicc_AVID2_ref_0118c_nom1192133_0401_max,dicc_AVID2_ref_0118c_nom1192133_0401_min,dicc_AVID2_ref_0118c_nom1192133_0401_avg,dicc_AVID2_ref_0118c_nom1192133_0401_med,dicc_AVID3_ref_0118c_nom1332400_0501_max,dicc_AVID3_ref_0118c_nom1332400_0501_min,dicc_AVID3_ref_0118c_nom1332400_0501_avg,dicc_AVID3_ref_0118c_nom1332400_0501_med,
30.904000000000,30.824000000000,30.852000000000,30.848000000000,85.608000000000,85.448000000000,85.546800000000,85.544000000000,93.128000000000,92.976000000000,93.058400000000,93.072000000000,100.552000000000,100.376000000000,100.485600000000,100.504000000000,
