VisualID,DFF_ST_BINARY,dicc_AVID1_ref_0118c_nom1041867_0301_max,dicc_AVID1_ref_0118c_nom1041867_0301_min,dicc_AVID1_ref_0118c_nom1041867_0301_avg,dicc_AVID1_ref_0118c_nom1041867_0301_med,dicc_AVID2_ref_0118c_nom1192133_0401_max,dicc_AVID2_ref_0118c_nom1192133_0401_min,dicc_AVID2_ref_0118c_nom1192133_0401_avg,dicc_AVID2_ref_0118c_nom1192133_0401_med,dicc_AVID3_ref_0118c_nom1332400_0501_max,dicc_AVID3_ref_0118c_nom1332400_0501_min,dicc_AVID3_ref_0118c_nom1332400_0501_avg,dicc_AVID3_ref_0118c_nom1332400_0501_med,DFF_ST_BINARY,SoftBin
35617520C0211,00001,84.016000000000,83.872000000000,83.937200000000,83.944000000000,91.368000000000,91.168000000000,91.290800000000,91.304000000000,98.752000000000,98.528000000000,98.669200000000,98.672000000000,00001,200
35617520C0430,10000,86.968000000000,86.856000000000,86.908400000000,86.904000000000,94.440000000000,94.264000000000,94.378400000000,94.392000000000,101.800000000000,101.560000000000,101.723200000000,101.736000000000,1218
35617520C0261,00001,86.280000000000,86.120000000000,86.204400000000,86.208000000000,93.672000000000,93.456000000000,93.579200000000,93.592000000000,101.024000000000,100.776000000000,100.939200000000,100.952000000000,00001,200
35617520C0208,00001,81.400000000000,81.224000000000,81.321200000000,81.320000000000,88.904000000000,88.688000000000,88.798000000000,88.792000000000,96.216000000000,95.984000000000,96.135200000000,96.152000000000,00001,200
35617520C0264,00001,84.152000000000,83.960000000000,84.044800000000,84.056000000000,91.656000000000,91.544000000000,91.607600000000,91.632000000000,99.144000000000,98.928000000000,99.049200000000,99.064000000000,00001,200
35617520C0481,00001,83.152000000000,83.000000000000,83.072000000000,83.064000000000,90.488000000000,90.288000000000,90.414000000000,90.416000000000,97.808000000000,97.608000000000,97.732400000000,97.760000000000,00001,200
35617520C0496,00001,79.680000000000,79.576000000000,79.634800000000,79.648000000000,86.976000000000,86.840000000000,86.914400000000,86.920000000000,94.184000000000,94.008000000000,94.117600000000,94.136000000000,00001,200
35617520C0448,00001,82.136000000000,81.960000000000,82.042800000000,82.056000000000,89.448000000000,89.312000000000,89.369600000000,89.368000000000,96.920000000000,96.664000000000,96.798800000000,96.816000000000,00001,200
35617520C0467,00001,81.400000000000,81.280000000000,81.354000000000,81.368000000000,88.680000000000,88.552000000000,88.616400000000,88.600000000000,95.880000000000,95.680000000000,95.806000000000,95.832000000000,00001,200
35617520C0582,00001,89.048000000000,88.872000000000,88.970400000000,88.968000000000,96.544000000000,96.360000000000,96.482400000000,96.504000000000,104.040000000000,103.856000000000,103.958000000000,103.968000000000,00001,200
35617520C0601,00001,88.352000000000,88.168000000000,88.280400000000,88.296000000000,95.800000000000,95.608000000000,95.732800000000,95.760000000000,103.264000000000,102.984000000000,103.160800000000,103.176000000000,00001,200
35617520C0543,00001,83.704000000000,83.552000000000,83.642800000000,83.656000000000,91.208000000000,91.024000000000,91.126800000000,91.128000000000,98.568000000000,98.352000000000,98.458800000000,98.472000000000,00001,200
35617520C0588,00001,79.560000000000,79.424000000000,79.492400000000,79.496000000000,86.856000000000,86.672000000000,86.784000000000,86.784000000000,94.064000000000,93.872000000000,94.002400000000,94.024000000000,00001,200
35617520C0600,00001,90.072000000000,89.896000000000,89.999200000000,90.008000000000,97.576000000000,97.376000000000,97.453600000000,97.464000000000,104.952000000000,104.760000000000,104.851600000000,104.856000000000,00001,200
35617520C0573,00001,80.056000000000,79.944000000000,79.991200000000,79.984000000000,87.360000000000,87.232000000000,87.305200000000,87.312000000000,94.632000000000,94.448000000000,94.558400000000,94.552000000000,00001,200
35617520C0333,00001,85.288000000000,85.120000000000,85.210400000000,85.216000000000,92.720000000000,92.512000000000,92.637200000000,92.648000000000,100.152000000000,99.928000000000,100.067200000000,100.080000000000,00001,200
35617520C0243,00001,81.696000000000,81.568000000000,81.650400000000,81.648000000000,89.008000000000,88.872000000000,88.943600000000,88.952000000000,96.352000000000,96.168000000000,96.280000000000,96.288000000000,00001,200
35617520C0366,00001,81.096000000000,80.984000000000,81.027600000000,81.024000000000,88.480000000000,88.288000000000,88.386400000000,88.392000000000,95.776000000000,95.568000000000,95.668400000000,95.672000000000,00001,200
35617520C0284,6405
35617520C0551,00001,84.400000000000,84.264000000000,84.323200000000,84.320000000000,91.816000000000,91.640000000000,91.720800000000,91.728000000000,99.040000000000,98.808000000000,98.940800000000,98.944000000000,00001,200
35617520C0368,00001,80.824000000000,80.720000000000,80.777200000000,80.776000000000,88.216000000000,88.040000000000,88.142000000000,88.168000000000,95.536000000000,95.304000000000,95.433600000000,95.440000000000,00001,200
35617520C0257,00001,83.584000000000,83.488000000000,83.527200000000,83.520000000000,90.992000000000,90.848000000000,90.927600000000,90.936000000000,98.512000000000,98.264000000000,98.396400000000,98.408000000000,00001,200
35617520C0659,00001,87.488000000000,87.240000000000,87.364000000000,87.384000000000,94.960000000000,94.800000000000,94.893200000000,94.904000000000,102.376000000000,102.144000000000,102.270800000000,102.288000000000,00001,200
35617520C0562,00001,86.216000000000,86.088000000000,86.154400000000,86.168000000000,93.696000000000,93.512000000000,93.605600000000,93.608000000000,101.168000000000,100.952000000000,101.078800000000,101.088000000000,00001,200
35617520C0375,00001,83.992000000000,83.816000000000,83.920800000000,83.928000000000,91.368000000000,91.184000000000,91.294800000000,91.288000000000,98.752000000000,98.528000000000,98.666000000000,98.664000000000,00001,200
35617520C0098,00001,80.712000000000,80.536000000000,80.620400000000,80.624000000000,88.008000000000,87.816000000000,87.920800000000,87.920000000000,95.288000000000,95.072000000000,95.176800000000,95.184000000000,00001,200
35617520C0271,00001,80.424000000000,80.280000000000,80.350800000000,80.352000000000,87.816000000000,87.640000000000,87.742000000000,87.736000000000,95.088000000000,94.864000000000,94.965600000000,94.968000000000,00001,200
35617520C0080,00001,81.544000000000,81.368000000000,81.453200000000,81.472000000000,88.944000000000,88.768000000000,88.877200000000,88.888000000000,96.360000000000,96.152000000000,96.268800000000,96.264000000000,00001,200
35617520C0598,00001,81.488000000000,81.384000000000,81.442400000000,81.456000000000,88.896000000000,88.760000000000,88.830800000000,88.848000000000,96.152000000000,95.960000000000,96.064000000000,96.080000000000,00001,200
35617520C0066,00001,82.544000000000,82.408000000000,82.494800000000,82.512000000000,90.000000000000,89.816000000000,89.891200000000,89.904000000000,97.408000000000,97.224000000000,97.329200000000,97.328000000000,00001,200
35617520C0285,00001,85.760000000000,85.616000000000,85.698000000000,85.712000000000,93.216000000000,93.040000000000,93.135600000000,93.160000000000,100.728000000000,100.472000000000,100.617600000000,100.624000000000,00001,200
35617520C0181,00001,87.576000000000,87.440000000000,87.500400000000,87.512000000000,94.952000000000,94.792000000000,94.900400000000,94.920000000000,102.576000000000,102.280000000000,102.464400000000,102.472000000000,00001,200
35617520C0363,00001,85.040000000000,84.888000000000,84.972000000000,84.968000000000,92.504000000000,92.296000000000,92.390800000000,92.400000000000,99.864000000000,99.648000000000,99.788400000000,99.800000000000,00001,200
35617520C0227,00001,81.384000000000,81.232000000000,81.308800000000,81.312000000000,88.624000000000,88.488000000000,88.568000000000,88.592000000000,95.968000000000,95.720000000000,95.876400000000,95.904000000000,00001,200
35617520C0293,00001,83.816000000000,83.632000000000,83.742000000000,83.760000000000,91.152000000000,90.992000000000,91.081600000000,91.088000000000,98.464000000000,98.232000000000,98.379600000000,98.384000000000,00001,200
35617520C0213,00001,85.512000000000,85.312000000000,85.416400000000,85.424000000000,92.928000000000,92.768000000000,92.862800000000,92.880000000000,100.208000000000,99.984000000000,100.127200000000,100.160000000000,00001,200
35617520C0218,00001,84.992000000000,84.832000000000,84.911600000000,84.928000000000,92.504000000000,92.312000000000,92.425200000000,92.432000000000,99.952000000000,99.696000000000,99.853600000000,99.864000000000,00001,200
35617520C0281,00001,84.008000000000,83.840000000000,83.930400000000,83.936000000000,91.432000000000,91.264000000000,91.352800000000,91.352000000000,98.624000000000,98.400000000000,98.521200000000,98.512000000000,00001,200
35617520C0287,00001,79.896000000000,79.776000000000,79.854800000000,79.864000000000,87.240000000000,87.048000000000,87.159200000000,87.152000000000,94.464000000000,94.304000000000,94.386400000000,94.400000000000,00001,200
