VisualID,dicc_AVID1_ref_0118c_nom1041867_0301_max,dicc_AVID1_ref_0118c_nom1041867_0301_min,dicc_AVID1_ref_0118c_nom1041867_0301_avg,dicc_AVID1_ref_0118c_nom1041867_0301_med,dicc_AVID2_ref_0118c_nom1192133_0401_max,dicc_AVID2_ref_0118c_nom1192133_0401_min,dicc_AVID2_ref_0118c_nom1192133_0401_avg,dicc_AVID2_ref_0118c_nom1192133_0401_med,dicc_AVID3_ref_0118c_nom1332400_0501_max,dicc_AVID3_ref_0118c_nom1332400_0501_min,dicc_AVID3_ref_0118c_nom1332400_0501_avg,dicc_AVID3_ref_0118c_nom1332400_0501_med,SoftBin
35620372E0246,79.680000000000,79.504000000000,79.598800000000,79.608000000000,87.032000000000,86.792000000000,86.951600000000,86.952000000000,94.288000000000,94.040000000000,94.177200000000,94.168000000000,200
35620372E0272,75.440000000000,75.280000000000,75.353200000000,75.368000000000,82.656000000000,82.488000000000,82.584000000000,82.592000000000,89.888000000000,89.680000000000,89.796800000000,89.808000000000,200
35620372E0009,84.360000000000,84.136000000000,84.248800000000,84.240000000000,91.904000000000,91.664000000000,91.792400000000,91.808000000000,99.432000000000,99.120000000000,99.294000000000,99.288000000000,200
35620372E0195,79.704000000000,79.504000000000,79.611200000000,79.608000000000,87.016000000000,86.760000000000,86.917600000000,86.912000000000,94.264000000000,94.064000000000,94.173200000000,94.176000000000,9775
35620372E0176,83.832000000000,83.688000000000,83.766400000000,83.768000000000,91.360000000000,91.168000000000,91.271200000000,91.264000000000,98.784000000000,98.512000000000,98.674000000000,98.680000000000,387
35620372E0102,78.888000000000,78.704000000000,78.810400000000,78.832000000000,86.312000000000,86.128000000000,86.212000000000,86.216000000000,93.720000000000,93.464000000000,93.605600000000,93.624000000000,318
35620372E0201,81.584000000000,81.392000000000,81.484000000000,81.488000000000,88.960000000000,88.776000000000,88.897600000000,88.904000000000,96.288000000000,95.992000000000,96.191200000000,96.200000000000,200
35620372E0097,83.544000000000,83.360000000000,83.473600000000,83.488000000000,91.168000000000,90.872000000000,91.028400000000,91.024000000000,98.568000000000,98.320000000000,98.462400000000,98.480000000000,200
35620372E0087,83.528000000000,83.304000000000,83.407600000000,83.416000000000,91.008000000000,90.800000000000,90.890800000000,90.880000000000,98.384000000000,98.152000000000,98.295600000000,98.304000000000,200
35620372E0207,76.632000000000,76.392000000000,76.509600000000,76.512000000000,83.912000000000,83.736000000000,83.826000000000,83.848000000000,91.176000000000,90.936000000000,91.070000000000,91.080000000000,200
35620372E0089,81.112000000000,80.936000000000,81.015600000000,81.024000000000,88.608000000000,88.432000000000,88.517600000000,88.520000000000,96.032000000000,95.792000000000,95.925600000000,95.944000000000,200
35620372E0096,79.512000000000,79.328000000000,79.461600000000,79.480000000000,86.960000000000,86.808000000000,86.877200000000,86.888000000000,94.336000000000,94.184000000000,94.255200000000,94.256000000000,200
35620372E0098,79.928000000000,79.792000000000,79.876800000000,79.896000000000,87.400000000000,87.192000000000,87.292400000000,87.288000000000,94.864000000000,94.576000000000,94.729200000000,94.736000000000,200
35620372E0090,78.752000000000,78.552000000000,78.657200000000,78.648000000000,86.176000000000,85.976000000000,86.079200000000,86.080000000000,93.640000000000,93.424000000000,93.527200000000,93.528000000000,200
35620372E0069,79.904000000000,79.768000000000,79.853600000000,79.864000000000,87.504000000000,87.336000000000,87.414400000000,87.408000000000,94.912000000000,94.704000000000,94.831200000000,94.848000000000,200
35620372E0002,81.336000000000,81.160000000000,81.252000000000,81.248000000000,88.720000000000,88.488000000000,88.597200000000,88.600000000000,95.912000000000,95.672000000000,95.815600000000,95.832000000000,200
35620372E0186,75.032000000000,74.880000000000,74.962800000000,74.968000000000,82.472000000000,82.288000000000,82.378400000000,82.376000000000,89.760000000000,89.576000000000,89.678400000000,89.696000000000,200
35620372E0007,79.224000000000,78.944000000000,79.084000000000,79.096000000000,86.504000000000,86.336000000000,86.425600000000,86.432000000000,93.832000000000,93.656000000000,93.756000000000,93.760000000000,6093
35620372E0050,77.472000000000,77.288000000000,77.378800000000,77.392000000000,84.744000000000,84.544000000000,84.636800000000,84.632000000000,91.888000000000,91.696000000000,91.811600000000,91.816000000000,200
35620372E0076,80.984000000000,80.792000000000,80.918000000000,80.952000000000,88.480000000000,88.312000000000,88.421600000000,88.424000000000,95.856000000000,95.648000000000,95.762800000000,95.784000000000,200
35620372E0013,78.136000000000,77.952000000000,78.056000000000,78.072000000000,85.376000000000,85.200000000000,85.306400000000,85.304000000000,92.656000000000,92.416000000000,92.585200000000,92.608000000000,200
35620372E0082,83.768000000000,83.544000000000,83.678000000000,83.672000000000,91.304000000000,91.152000000000,91.232000000000,91.240000000000,98.768000000000,98.456000000000,98.662000000000,98.672000000000,902
35620372E0042,79.384000000000,79.208000000000,79.294800000000,79.320000000000,86.720000000000,86.536000000000,86.650000000000,86.648000000000,94.096000000000,93.808000000000,93.993200000000,93.992000000000,200
35620372E0180,76.736000000000,76.584000000000,76.656400000000,76.656000000000,84.120000000000,83.904000000000,84.008400000000,84.024000000000,91.440000000000,91.248000000000,91.348800000000,91.352000000000,200
35620372E0162,76.104000000000,75.952000000000,76.025600000000,76.040000000000,83.456000000000,83.240000000000,83.350000000000,83.352000000000,90.696000000000,90.496000000000,90.606400000000,90.616000000000,200
35620372E0139,71.936000000000,71.760000000000,71.841200000000,71.840000000000,79.072000000000,78.936000000000,79.006400000000,79.024000000000,86.232000000000,86.024000000000,86.124000000000,86.136000000000,200
35620372E0025,77.320000000000,77.160000000000,77.244800000000,77.256000000000,84.616000000000,84.416000000000,84.528000000000,84.520000000000,91.904000000000,91.688000000000,91.787600000000,91.800000000000,200
35620372E0168,78.176000000000,78.072000000000,78.133600000000,78.136000000000,85.608000000000,85.416000000000,85.513200000000,85.504000000000,92.944000000000,92.776000000000,92.878000000000,92.888000000000,318
35620372E0031,82.432000000000,82.248000000000,82.358000000000,82.352000000000,89.920000000000,89.672000000000,89.775200000000,89.752000000000,97.112000000000,96.888000000000,97.027600000000,97.072000000000,200
35620372E0063,79.880000000000,79.688000000000,79.777200000000,79.776000000000,87.192000000000,86.984000000000,87.081600000000,87.096000000000,94.520000000000,94.288000000000,94.414800000000,94.424000000000,200
35620372E0130,77.648000000000,77.472000000000,77.532000000000,77.536000000000,84.888000000000,84.704000000000,84.797200000000,84.800000000000,92.064000000000,91.840000000000,91.988800000000,92.000000000000,200
35620372E0037,79.192000000000,79.040000000000,79.122000000000,79.128000000000,86.624000000000,86.456000000000,86.527200000000,86.536000000000,94.104000000000,93.864000000000,93.973200000000,93.976000000000,200
35620372E0159,83.792000000000,83.672000000000,83.736000000000,83.736000000000,91.248000000000,90.984000000000,91.134800000000,91.144000000000,98.512000000000,98.312000000000,98.442000000000,98.480000000000,200
35620372E0256,75.488000000000,75.344000000000,75.394400000000,75.392000000000,82.896000000000,82.680000000000,82.813200000000,82.824000000000,90.344000000000,90.120000000000,90.258000000000,90.272000000000,200
35620372E0263,83.416000000000,83.208000000000,83.319200000000,83.312000000000,90.872000000000,90.672000000000,90.773200000000,90.784000000000,98.384000000000,98.152000000000,98.249200000000,98.232000000000,902
35620372E0249,75.184000000000,75.000000000000,75.093200000000,75.096000000000,82.464000000000,82.256000000000,82.339200000000,82.336000000000,89.520000000000,89.360000000000,89.454800000000,89.448000000000,200
35620372E0268,78.712000000000,78.552000000000,78.647200000000,78.648000000000,86.184000000000,85.968000000000,86.074400000000,86.080000000000,93.552000000000,93.312000000000,93.438400000000,93.440000000000,200
35620372E0241,81.936000000000,81.752000000000,81.852000000000,81.856000000000,89.464000000000,89.304000000000,89.404800000000,89.416000000000,96.816000000000,96.600000000000,96.730400000000,96.760000000000,200
35620372E0078,80.248000000000,80.080000000000,80.158800000000,80.168000000000,87.552000000000,87.352000000000,87.454800000000,87.464000000000,94.832000000000,94.496000000000,94.702400000000,94.720000000000,200
35620372E0254,75.744000000000,75.560000000000,75.645600000000,75.664000000000,83.160000000000,82.968000000000,83.052000000000,83.064000000000,90.512000000000,90.304000000000,90.399600000000,90.408000000000,200
35620372E0247,82.968000000000,82.776000000000,82.868800000000,82.872000000000,90.400000000000,90.240000000000,90.310000000000,90.304000000000,97.720000000000,97.440000000000,97.598800000000,97.608000000000,200
35620372E0084,75.576000000000,75.440000000000,75.488400000000,75.480000000000,82.848000000000,82.680000000000,82.761600000000,82.768000000000,90.088000000000,89.840000000000,89.978000000000,89.992000000000,200
35620372E0260,77.000000000000,76.824000000000,76.908400000000,76.920000000000,84.496000000000,84.240000000000,84.396400000000,84.408000000000,91.872000000000,91.656000000000,91.782800000000,91.792000000000,200
35620372E0085,78.728000000000,78.560000000000,78.657200000000,78.656000000000,86.208000000000,86.048000000000,86.143600000000,86.152000000000,93.672000000000,93.456000000000,93.571200000000,93.576000000000,200
35620372E0157,76.784000000000,76.632000000000,76.688400000000,76.688000000000,84.168000000000,83.960000000000,84.084800000000,84.120000000000,91.592000000000,91.424000000000,91.531600000000,91.536000000000,200
35620372E0072,71.792000000000,71.632000000000,71.704000000000,71.712000000000,79.032000000000,78.880000000000,78.951200000000,78.944000000000,86.152000000000,85.976000000000,86.087600000000,86.088000000000,200
35620372E0070,79.352000000000,79.216000000000,79.283200000000,79.280000000000,86.752000000000,86.616000000000,86.701200000000,86.712000000000,94.152000000000,93.928000000000,94.059200000000,94.056000000000,200
35620372E0199,77.216000000000,77.016000000000,77.161200000000,77.184000000000,84.600000000000,84.368000000000,84.493200000000,84.496000000000,91.928000000000,91.688000000000,91.819600000000,91.808000000000,318
35620372E0143,80.656000000000,80.496000000000,80.570000000000,80.568000000000,88.096000000000,87.888000000000,88.020400000000,88.048000000000,95.504000000000,95.264000000000,95.397600000000,95.408000000000,200
35620372E0200,77.056000000000,76.840000000000,76.933200000000,76.920000000000,84.312000000000,84.112000000000,84.213600000000,84.216000000000,91.496000000000,91.320000000000,91.396400000000,91.400000000000,6093
35620372E0041,73.744000000000,73.624000000000,73.676800000000,73.656000000000,81.040000000000,80.856000000000,80.942400000000,80.952000000000,88.272000000000,88.040000000000,88.176000000000,88.192000000000,6093
35620372E0126,82.624000000000,82.472000000000,82.541600000000,82.552000000000,89.960000000000,89.768000000000,89.893200000000,89.912000000000,97.344000000000,97.056000000000,97.209600000000,97.232000000000,200
35620372E0179,77.256000000000,77.016000000000,77.149200000000,77.128000000000,84.696000000000,84.504000000000,84.616800000000,84.616000000000,92.152000000000,91.928000000000,92.047600000000,92.048000000000,200
35620372E0250,83.096000000000,82.928000000000,83.014400000000,83.008000000000,90.496000000000,90.344000000000,90.439200000000,90.464000000000,97.872000000000,97.656000000000,97.784400000000,97.816000000000,200
35620372E0270,6901
35620372E0215,6405
35620372E0236,73.552000000000,73.336000000000,73.420800000000,73.432000000000,80.864000000000,80.720000000000,80.798000000000,80.800000000000,88.280000000000,88.064000000000,88.146400000000,88.152000000000,200
35620372E0232,78.072000000000,77.888000000000,78.003600000000,78.016000000000,85.552000000000,85.400000000000,85.476800000000,85.496000000000,92.880000000000,92.632000000000,92.772000000000,92.776000000000,200
35620372E0104,78.152000000000,78.008000000000,78.102000000000,78.120000000000,85.600000000000,85.328000000000,85.504400000000,85.504000000000,92.872000000000,92.640000000000,92.768400000000,92.776000000000,6129
35620372E0242,82.784000000000,82.640000000000,82.714800000000,82.720000000000,90.280000000000,90.112000000000,90.226000000000,90.224000000000,97.704000000000,97.440000000000,97.576800000000,97.608000000000,200
35620372E0226,76.544000000000,76.392000000000,76.465600000000,76.472000000000,83.864000000000,83.680000000000,83.775200000000,83.768000000000,91.144000000000,90.896000000000,91.032400000000,91.040000000000,6084
35620372E0266,79.264000000000,79.128000000000,79.210000000000,79.216000000000,86.696000000000,86.464000000000,86.595200000000,86.616000000000,93.952000000000,93.648000000000,93.819200000000,93.824000000000,200
35620372E0267,82.200000000000,82.056000000000,82.138000000000,82.136000000000,89.648000000000,89.432000000000,89.535200000000,89.536000000000,97.064000000000,96.808000000000,96.949200000000,96.944000000000,200
35620372E0294,78.936000000000,78.744000000000,78.863200000000,78.880000000000,86.416000000000,86.256000000000,86.327600000000,86.320000000000,93.760000000000,93.504000000000,93.670400000000,93.680000000000,200
35620372E0029,81.240000000000,81.032000000000,81.147600000000,81.152000000000,88.656000000000,88.528000000000,88.607200000000,88.624000000000,96.136000000000,95.888000000000,96.002400000000,95.992000000000,902
35620372E0030,81.912000000000,81.680000000000,81.801600000000,81.816000000000,89.400000000000,89.176000000000,89.286400000000,89.288000000000,96.736000000000,96.512000000000,96.648000000000,96.672000000000,6093
35620372E0296,81.328000000000,81.104000000000,81.230800000000,81.248000000000,88.864000000000,88.648000000000,88.742400000000,88.760000000000,96.240000000000,96.016000000000,96.173200000000,96.192000000000,200
35620372E0035,80.536000000000,80.368000000000,80.467600000000,80.480000000000,87.992000000000,87.776000000000,87.868000000000,87.864000000000,95.384000000000,95.104000000000,95.253200000000,95.256000000000,200
35620372E0036,82.624000000000,82.408000000000,82.493200000000,82.496000000000,89.984000000000,89.800000000000,89.908000000000,89.928000000000,97.320000000000,97.128000000000,97.253200000000,97.272000000000,200
35620372E0080,6405
35620372E0035,80.872000000000,80.704000000000,80.802400000000,80.800000000000,88.384000000000,88.184000000000,88.299600000000,88.304000000000,95.880000000000,95.632000000000,95.763600000000,95.776000000000,9775
35620372E0001,83.920000000000,83.704000000000,83.776000000000,83.768000000000,91.440000000000,91.152000000000,91.313600000000,91.336000000000,98.848000000000,98.584000000000,98.746800000000,98.784000000000,200
35620372E0026,79.088000000000,78.840000000000,78.936400000000,78.936000000000,86.424000000000,86.232000000000,86.329600000000,86.336000000000,93.808000000000,93.600000000000,93.685600000000,93.688000000000,200
35620372E0071,82.440000000000,82.240000000000,82.352800000000,82.360000000000,89.904000000000,89.688000000000,89.784400000000,89.792000000000,97.304000000000,97.104000000000,97.212800000000,97.224000000000,200
35620372E0209,84.640000000000,84.360000000000,84.532000000000,84.528000000000,92.040000000000,91.856000000000,91.961200000000,91.960000000000,99.392000000000,99.144000000000,99.318400000000,99.352000000000,200
35620372E0293,82.224000000000,82.016000000000,82.110400000000,82.120000000000,89.592000000000,89.408000000000,89.511200000000,89.520000000000,96.960000000000,96.760000000000,96.878000000000,96.880000000000,200
35620372E0194,84.784000000000,84.600000000000,84.711600000000,84.728000000000,92.344000000000,92.144000000000,92.244400000000,92.248000000000,99.880000000000,99.632000000000,99.777600000000,99.800000000000,200
