VisualID,DFF_ST_BINARY,dicc_AVID1_ref_0118c_nom1041867_0301_max,dicc_AVID1_ref_0118c_nom1041867_0301_min,dicc_AVID1_ref_0118c_nom1041867_0301_avg,dicc_AVID1_ref_0118c_nom1041867_0301_med,dicc_AVID2_ref_0118c_nom1192133_0401_max,dicc_AVID2_ref_0118c_nom1192133_0401_min,dicc_AVID2_ref_0118c_nom1192133_0401_avg,dicc_AVID2_ref_0118c_nom1192133_0401_med,dicc_AVID3_ref_0118c_nom1332400_0501_max,dicc_AVID3_ref_0118c_nom1332400_0501_min,dicc_AVID3_ref_0118c_nom1332400_0501_avg,dicc_AVID3_ref_0118c_nom1332400_0501_med,DFF_ST_BINARY,SoftBin
35620373C0040,00001,82.512000000000,82.280000000000,82.406800000000,82.424000000000,89.920000000000,89.728000000000,89.817200000000,89.816000000000,97.384000000000,97.176000000000,97.301200000000,97.328000000000,00001,200
35620373C0068,00001,87.608000000000,87.400000000000,87.494800000000,87.504000000000,94.944000000000,94.728000000000,94.814000000000,94.800000000000,102.224000000000,101.976000000000,102.123600000000,102.120000000000,00001,200
35620373C0042,00001,88.648000000000,88.384000000000,88.572800000000,88.584000000000,96.136000000000,95.952000000000,96.058800000000,96.064000000000,103.560000000000,103.320000000000,103.465600000000,103.504000000000,00001,200
35620373B1077,00001,70.424000000000,70.176000000000,70.281600000000,70.288000000000,77.776000000000,77.616000000000,77.684000000000,77.688000000000,85.120000000000,84.928000000000,85.048000000000,85.048000000000,00001,200
35620373C0105,00001,85.656000000000,85.424000000000,85.571600000000,85.576000000000,92.984000000000,92.688000000000,92.864800000000,92.872000000000,100.256000000000,99.960000000000,100.124000000000,100.152000000000,00001,200
35620373C0023,00001,83.680000000000,83.504000000000,83.592400000000,83.592000000000,91.168000000000,90.920000000000,91.055600000000,91.064000000000,98.640000000000,98.344000000000,98.502400000000,98.512000000000,00001,200
35620373C0073,00001,91.368000000000,91.160000000000,91.292000000000,91.312000000000,98.856000000000,98.640000000000,98.765600000000,98.768000000000,106.304000000000,106.032000000000,106.209200000000,106.232000000000,00001,200
35620373C0003,00001,86.600000000000,86.328000000000,86.457200000000,86.464000000000,94.000000000000,93.768000000000,93.888400000000,93.904000000000,101.448000000000,101.208000000000,101.349200000000,101.352000000000,00001,200
2L622611C0092,00001,86.824000000000,86.584000000000,86.722800000000,86.728000000000,94.312000000000,94.032000000000,94.200800000000,94.216000000000,101.736000000000,101.480000000000,101.621600000000,101.624000000000,00001,200
35620373C0171,00001,84.256000000000,83.992000000000,84.136400000000,84.144000000000,91.720000000000,91.496000000000,91.640000000000,91.664000000000,99.224000000000,98.936000000000,99.124800000000,99.128000000000,00001,200
35620373C0177,00001,87.880000000000,87.696000000000,87.792000000000,87.800000000000,95.424000000000,95.200000000000,95.344800000000,95.368000000000,102.936000000000,102.680000000000,102.815600000000,102.832000000000,00001,200
35620373C0055,00001,86.224000000000,86.000000000000,86.141200000000,86.144000000000,93.792000000000,93.544000000000,93.680000000000,93.696000000000,101.240000000000,100.992000000000,101.117600000000,101.136000000000,00001,200
35620373C0167,00001,90.072000000000,89.808000000000,89.940400000000,89.944000000000,97.352000000000,97.072000000000,97.234000000000,97.256000000000,104.672000000000,104.368000000000,104.564000000000,104.576000000000,00001,200
35620373C0159,00001,85.984000000000,85.824000000000,85.906400000000,85.912000000000,93.608000000000,93.320000000000,93.442000000000,93.448000000000,101.048000000000,100.800000000000,100.940400000000,100.952000000000,00001,200
35620373C0095,00001,87.712000000000,87.512000000000,87.591200000000,87.592000000000,94.984000000000,94.800000000000,94.882000000000,94.888000000000,102.320000000000,101.992000000000,102.198000000000,102.192000000000,00001,200
35620373C0129,1505
35620373C0129,1505
35620373C0178,00001,82.640000000000,82.440000000000,82.545200000000,82.544000000000,90.040000000000,89.792000000000,89.910400000000,89.920000000000,97.352000000000,97.128000000000,97.272000000000,97.288000000000,00001,200
35620373C0132,6405
35620373C0127,00001,83.688000000000,83.496000000000,83.600800000000,83.608000000000,91.136000000000,90.928000000000,91.029200000000,91.032000000000,98.544000000000,98.264000000000,98.439200000000,98.432000000000,00001,200
35620373C0134,3122
35620373C0106,6405
